mineral_name,rruff_id,laser_nm,data_type,source_file,has_xrd,elements_detected,chemical_family,n_elements,avg_electronegativity,avg_atomic_mass,reduced_formula,matbench_gap_pbe,matbench_is_metal,matbench_e_form
Clinohumite,R050183,780.0,Processed,Clinohumite__R050183__Raman__780______Raman_Data_Processed__6afceefc401f583b5fc97e23f099.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Hollandite,R070539,785.0,Processed,Hollandite__R070539__Broad_Scan__785__0__unoriented__Raman_Data_Processed__331ac62ef100b0b462d7e12c5e18.txt,False,"Ba,Ca,El,K,Ka,La,Mn,O,Ox,Pk,Sr,Ti,Wt",Unknown,,,,,,,
Gorgeyite,R060578,785.0,Processed,Gorgeyite__R060578__Raman__785______Raman_Data_Processed__acf3a7c4a6025aa7fa4af18cdcaf.txt,False,,Unknown,1.0,0.0,,Gorgeyite,,,
Alacranite,R150030,780.0,Processed,Alacranite__R150030__Raman__780______Raman_Data_Processed__e8ccc4547f63c53a809cc30a5b76.txt,False,,Unknown,,,,,,,
Medaite,R130098,780.0,Processed,Medaite__R130098__Raman__780______Raman_Data_Processed__1683d792274b88b3a1cb99600ed3.txt,False,,Unknown,1.0,0.0,,Medaite,,,
Litidionite,R130088,532.0,Processed,Litidionite__R130088__Raman__532______Raman_Data_Processed__bfe5f3dc46f9e22c901caabc0dbf.txt,False,,Unknown,,,,,,,
Pseudoboleite,R050162,532.0,Processed,Pseudoboleite__R050162__Broad_Scan__532__0__unoriented__Raman_Data_Processed__de7910676703758c260edd60cf78.txt,False,,Unknown,,,,,,,
Franciscanite,R060056,532.0,Processed,Franciscanite__R060056__Raman__532______Raman_Data_Processed__df0e544d405833c4ca06727ae0e5.txt,False,,Unknown,,,,,,,
Arfvedsonite,R040127-3,514.0,Processed,Arfvedsonite__R040127-3__Raman__514__0-000____Raman_Data_Processed__eea99c01bdd499ab2ba1ad2c7274.txt,False,"F,Mg,Na,O",Unknown,,,,,,,
Sinhalite,R070621,780.0,Processed,Sinhalite__R070621__Broad_Scan__780__0__unoriented__Raman_Data_Processed__cc18a378b60ab1e5df31dbbf44ab.txt,False,"Al,B,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,,,,,,,
Chrysoberyl,X080002,780.0,Processed,Chrysoberyl__X080002__Broad_Scan__780__0__unoriented__Raman_Data_Processed__5da0c24eda6f93a1363fac4eda8a.txt,False,,Unknown,,,,,,,
Pollucite,R050345,514.0,Processed,Pollucite__R050345__Raman__514______Raman_Data_Processed__ecdb36c8f16e97f86ccaf659fafb.txt,False,"Al,Cr,Cs,El,K,Ka,La,Na,O,Ox,Pk,Rb,Si,Wt",Unknown,,,,,,,
Anorthite,R070510,785.0,Processed,Anorthite__R070510__Raman__785______Raman_Data_Processed__0e617304ac7028ec3c697168229d.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Anorthite,,,
Paralaurionite,R050271,532.0,Processed,Paralaurionite__R050271__Raman__532______Raman_Data_Processed__0e516a287ac43a9214392900ac42.txt,False,,Unknown,,,,,,,
Cadmoindite,R060748,785.0,Processed,Cadmoindite__R060748__Raman__785______Raman_Data_Processed__3a73482d6ed63102c749adc4bf8c.txt,False,"Cd,El,Fe,In,Ox,S,Ti,Wt,Zn",Unknown,,,,,,,
Grunerite,R040150-4,514.0,Processed,Grunerite__R040150-4__Raman__514__0-000__depolarized__Raman_Data_Processed__6f9eb4a48fbf9c92b672025d3468.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Grunerite,,,
Plumbogummite,R070700,780.0,Processed,Plumbogummite__R070700__Raman__780______Raman_Data_Processed__a865433de02ade14a54863914abf.txt,False,"Al,As,El,Ka,La,Ma,O,Ox,P,Pb,Pk,S,Wt",Unknown,,,,,,,
Arseniosiderite,R150062,532.0,Processed,Arseniosiderite__R150062__Raman__532______Raman_Data_Processed__ed9cb532f5c6bdedd7d60da14486.txt,False,,Unknown,,,,,,,
Fluorapatite,R050617,780.0,Processed,Fluorapatite__R050617__Raman__780______Raman_Data_Processed__223f79159e528856ec974a8d05f5.txt,False,"C,Ca,El,F,Ka,O,Ox,P,Pk",Unknown,,,,,,,
Andradite,R050377,532.0,Processed,Andradite__R050377__Broad_Scan__532__0__unoriented__Raman_Data_Processed__265263ca99900ab576e8e627052c.txt,False,"Al,Ca,Fe,Mg,Mn,O,Si,Ti,Wt",Unknown,1.0,0.0,,Andradite,,,
Kupletskite-(Cs),R060929,532.0,Processed,Kupletskite-(Cs)__R060929__Broad_Scan__532__0__unoriented__Raman_Data_Processed__eba243ecc4319f568f62360c2526.txt,False,,Unknown,,,,,,,
Bassetite,R080027,780.0,Processed,Bassetite__R080027__Broad_Scan__780__0__unoriented__Raman_Data_Processed__c9533002090aa7f9f59e8f2de74f.txt,False,,Unknown,,,,,,,
Nagyagite,R060865,532.0,Processed,Nagyagite__R060865__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ed5db6065dee472e6745b4f52a5a.txt,False,,Unknown,,,,,,,
Quartz,R150091,780.0,Processed,Quartz__R150091__Raman__780______Raman_Data_Processed__826fc9fe9ebe218ee6919adcab59.txt,False,"Al,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Quartz,,,
Andradite,R060358-3,514.0,Processed,Andradite__R060358-3__Raman__514__0-000__depolarized__Raman_Data_Processed__9586c42a74ebb36805b61f3ad5cc.txt,False,"Al,Ca,Fe,Mg,Mn,O,Si,Ti,Wt",Unknown,1.0,0.0,,Andradite,,,
Morinite,R070529,785.0,Processed,Morinite__R070529__Broad_Scan__785__0__unoriented__Raman_Data_Processed__13d0c26ab08929c69cd60c65eec2.txt,False,,Unknown,,,,,,,
Chrysocolla,R050053,514.0,Processed,Chrysocolla__R050053__Raman__514______Raman_Data_Processed__831e1fa039a77ab1eded7ed22b87.txt,False,"Al,Ca,Cu,El,Ka,Mg,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Tremolite,R050210,780.0,Processed,Tremolite__R050210__Raman__780______Raman_Data_Processed__b24e562b90b3fbd427fd1f58caf6.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Pk,Si,V",Unknown,,,,,,,
Stibarsen,R060115,532.0,Processed,Stibarsen__R060115__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c478b24bfee82885de8f4d0cbd80.txt,False,"As,Cu,El,Ka,La,Ox,Pk,S,Sb,Wt",Unknown,,,,,,,
Mullite,R150147,632.0,RAW,Mullite__R150147__Raman__632______Raman_Data_RAW__272ab4c1ea5f47f0e26402359753.txt,False,,Unknown,1.0,0.0,,Mullite,,,
Ludlamite,R090071,532.0,Processed,Ludlamite__R090071__Broad_Scan__532__0__unoriented__Raman_Data_Processed__775243331842cd82fcb4caaaa594.txt,False,"Al,As,Ca,Cl,Cr,Cu,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si",Unknown,,,,,,,
Sanbornite,R060489,780.0,Processed,Sanbornite__R060489__Raman__780______Raman_Data_Processed__ff86c905c390bee17545ac2d1dd5.txt,False,"Al,Ba,Ca,Cr,El,F,Fe,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Sr,Wt",Unknown,,,,,,,
Hammarite,R110028,532.0,Processed,Hammarite__R110028__Raman__532______Raman_Data_Processed__b816d7561e43573fc41acec42785.txt,False,,Unknown,,,,,,,
Haiweeite,R060732,532.0,Processed,Haiweeite__R060732__Raman__532______Raman_Data_Processed__435791d6f8fae3f9f5b0b8d2d9a1.txt,False,,Unknown,,,,,,,
Lombardoite,R220033,532.0,Processed,Lombardoite__R220033__Raman__532______Raman_Data_Processed__46e0df771d088a0b3fa5c719c539.txt,False,,Unknown,1.0,0.0,,Lombardoite,,,
Steiningerite,R250135,488.0,Processed,Steiningerite__R250135__Raman__488______Raman_Data_Processed__64424bbe9d21f1ad9fba998666a6.txt,False,,Unknown,,,,,,,
Fayalite,R070293-4,514.0,Processed,Fayalite__R070293-4__Raman__514__0-000__depolarized__Raman_Data_Processed__79421d302fc63324492cb597c724.txt,False,"F,Fe,S,Wt",Unknown,,,,,,,
Tremolite,R070422,532.0,Processed,Tremolite__R070422__Raman__532______Raman_Data_Processed__f371e56a3cf1aff1177aaf6db5f2.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Pk,Si,V",Unknown,,,,,,,
Mackayite,R060592,532.0,Processed,Mackayite__R060592__Raman__532______Raman_Data_Processed__188abce7289b38f353468ad6c726.txt,False,"Al,El,Fe,Ka,La,Mn,O,Ox,Pk,Te,Wt",Unknown,1.0,0.0,,Mackayite,,,
Laverovite,R060216-3,514.0,Processed,Laverovite__R060216-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5ab94f380ca0e137858de7d4674c.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Dolerophanite,R060139,532.0,Processed,Dolerophanite__R060139__Broad_Scan__532__0__unoriented__Raman_Data_Processed__941538aeda9af36f6ec3c3ebe8e9.txt,False,,Unknown,,,,,,,
Zircon,R050488,780.0,Processed,Zircon__R050488__Broad_Scan__780__0__unoriented__Raman_Data_Processed__31fd2244a9f480d24a928378a2c3.txt,False,"El,Hf,Ka,La,O,Ox,Pk,Si,Wt,Zr",Unknown,1.0,0.0,,Zircon,,,
Spinel,R050392,780.0,Processed,Spinel__R050392__Broad_Scan__780__0__unoriented__Raman_Data_Processed__ee28d4a60a48b485b618cf7b1f91.txt,False,,Unknown,,,,,,,
Elbaite,R060631,532.0,Processed,Elbaite__R060631__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e2afdb38735a0157886e9f792668.txt,False,"Al,B,Ca,Cr,El,F,Fe,H,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Elbaite,,,
Edingtonite,R040110,785.0,Processed,Edingtonite__R040110__Raman__785______Raman_Data_Processed__01f99202cd94174d51ce585144fd.txt,False,"Al,Ba,Ca,Cl,Cr,El,F,Fe,H,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti",Unknown,1.0,0.0,,Edingtonite,,,
Lorandite,R110055,780.0,Processed,Lorandite__R110055__Broad_Scan__780__0__unoriented__Raman_Data_Processed__0879c9e71d145c9942fd09e079b4.txt,False,,Unknown,1.0,0.0,,Lorandite,,,
Edingtonite,R040003,532.0,Processed,Edingtonite__R040003__Raman__532______Raman_Data_Processed__9813e204b675cba3a9c9972ec086.txt,False,"Al,Ba,Ca,Cl,Cr,El,F,Fe,H,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti",Unknown,1.0,0.0,,Edingtonite,,,
Kingite,R060997,785.0,Processed,Kingite__R060997__Raman__785______Raman_Data_Processed__be9473a664b0ad8599705a20d71c.txt,False,,Unknown,,,,,,,
Picaite,R250053,532.0,Processed,Picaite__R250053__Raman__532______Raman_Data_Processed__c7b19c1cfb3ee1ba0e9a1f475d3d.txt,True,,Unknown,,,,,,,
Harmotome,R070015,785.0,Processed,Harmotome__R070015__Raman__785______Raman_Data_Processed__c5c6587bdf0d79c33ad8790d55a5.txt,False,"Al,Ba,Ca,Cr,El,Fe,H,K,Ka,La,Mg,Mn,Na,O,Pk,Si,Sr,Ti",Unknown,,,,,,,
Calcioburbankite,R140485,532.0,Processed,Calcioburbankite__R140485__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d63db8bc3f5ff160b6263872180b.txt,False,"Ca,Ce,D,La,Na,S,Sr",Unknown,,,,,,,
Aminoffite,R100055,532.0,Processed,Aminoffite__R100055__Raman__532______Raman_Data_Processed__af74aedf081b04b997b84106962a.txt,False,,Unknown,,,,,,,
Famatinite,R110022,532.0,Processed,Famatinite__R110022__Raman__532______Raman_Data_Processed__ac1f2d00cc05bbdc49f3d09c08ca.txt,False,"Ag,As,At,Cu,F,No,On,S,Sb,Wt",Unknown,,,,,,,
Cordierite,R040081-3,514.0,Processed,Cordierite__R040081-3__Raman__514__0-000__depolarized__Raman_Data_Processed__bebb186dd7fc6924453dd9eecd6f.txt,False,"Al,Ca,Cr,El,Fe,H,K,Ka,Mg,Mn,Na,Ni,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Dolomite,R100118,532.0,Processed,Dolomite__R100118__Broad_Scan__532__0__unoriented__Raman_Data_Processed__57511850a12ed7b2eb5f8e91cfb7.txt,False,"C,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,,,,,,,
Karibibite,R060380,532.0,Processed,Karibibite__R060380__Broad_Scan__532__0__unoriented__Raman_Data_Processed__786a397fdbc7f6ff530dc74e177b.txt,False,,Unknown,,,,,,,
Aegirine,R050074,785.0,Processed,Aegirine__R050074__Raman__785______Raman_Data_Processed__0ed1cdae038c7559f45bc460b5cb.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Aegirine,,,
Epidote,R050202,532.0,Processed,Epidote__R050202__Raman__532______Raman_Data_Processed__b3d35949459588dc1587c7f98d93.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Epidote,,,
Ferrosilite,R070386,785.0,Processed,Ferrosilite__R070386__Broad_Scan__785__0__unoriented__Raman_Data_Processed__9c146b55b1aebc60c1fde93d6816.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,,,,,,,
Tilleyite,R050227-4,514.0,Processed,Tilleyite__R050227-4__Raman__514__0-000__depolarized__Raman_Data_Processed__f8e1d9578e959e76276d8651057a.txt,False,,Unknown,,,,,,,
Moraesite,R060876,785.0,Processed,Moraesite__R060876__Raman__785______Raman_Data_Processed__4495043b4eee71bb4b28f4e10fcf.txt,False,"Al,As,Be,Ca,Cl,Cr,Cu,El,F,Fe,H,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Aleksite,R070011,532.0,Processed,Aleksite__R070011__Raman__532______Raman_Data_Processed__42c14466587c5aaa0f94d8ba5376.txt,False,"At,Bi,El,Ka,La,Ma,Ox,Pb,Pk,S,Te,Wt",Unknown,,,,,,,
Holtedahlite,R060710,785.0,RAW,Holtedahlite__R060710__Broad_Scan__785__0__unoriented__Raman_Data_Raw__d1f3771933dceda609e59425c078.txt,False,,Unknown,,,,,,,
Rutile,R060745,785.0,Processed,Rutile__R060745__Raman__785______Raman_Data_Processed__ac48bc572becae925f0a8749399d.txt,False,"El,Fe,Ka,La,Nb,O,Ox,Pk,Ti,Wt",Unknown,,,,,,,
Baryte,R040036-3,514.0,Processed,Baryte__R040036-3__Raman__514__0-000__depolarized__Raman_Data_Processed__40bb75ca498e87330f52141a844d.txt,False,"Ba,Ca,El,Ka,La,O,Ox,Pk,S,Sr,Wt",Unknown,,,,,,,
Euclase,R050032-6,514.0,Processed,Euclase__R050032-6__Raman__514__0-000__depolarized__Raman_Data_Processed__a6122e990c99b71a201fcce3db55.txt,False,,Unknown,,,,,,,
Clinoenstatite,R070276,532.0,Processed,Clinoenstatite__R070276__Raman__532______Raman_Data_Processed__36d6aaebb8d14f6ac85be09645f1.txt,False,"C,Mg,Na,Si",Unknown,,,,,,,
Gypsum,R060509-6,532.0,Processed,Gypsum__R060509-6__Raman__532__0-000__depolarized__Raman_Data_Processed__11f70169d61126c4aa5a0df89760.txt,False,,Unknown,1.0,0.0,,Gypsum,,,
Miersite,R110170,532.0,Processed,Miersite__R110170__Raman__532______Raman_Data_Processed__f286eabe1bc268e313117b8c70cd.txt,False,,Unknown,1.0,0.0,,Miersite,,,
Magnesite,R050676-4,514.0,Processed,Magnesite__R050676-4__Raman__514__0-000__depolarized__Raman_Data_Processed__9ca68d589f6ecf1e5889eab79d63.txt,False,"C,Ca,Cd,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,1.0,0.0,,Magnesite,,,
Parahopeite,R050463,780.0,Processed,Parahopeite__R050463__Broad_Scan__780__0__unoriented__Raman_Data_Processed__6581ed5006b848e33dbfe639f7a4.txt,False,,Unknown,,,,,,,
Iodargyrite,R061056,532.0,Processed,Iodargyrite__R061056__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e1e9715cb153a18a962e51a39056.txt,False,,Unknown,,,,,,,
Metavoltine,R060835,532.0,Processed,Metavoltine__R060835__Raman__532______Raman_Data_Processed__0dbe468835fd628c894d99ed0d6b.txt,False,,Unknown,1.0,0.0,,Metavoltine,,,
Rhodochrosite,R050019-4,514.0,Processed,Rhodochrosite__R050019-4__Raman__514__0-000__depolarized__Raman_Data_Processed__2ef0e502a746408e655f5ffa3f30.txt,False,,Unknown,,,,,,,
Ekatite,R110136,532.0,Processed,Ekatite__R110136__Broad_Scan__532__0__unoriented__Raman_Data_Processed__656bf2b1c1082dc837727ccfb1a1.txt,False,,Unknown,1.0,0.0,,Ekatite,,,
Hydromagnesite,R060011,785.0,Processed,Hydromagnesite__R060011__Raman__785______Raman_Data_Processed__ee51408c80cf150053e5480aaf44.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Ti,Wt",Unknown,,,,,,,
Diaoyudaoite,R130023,780.0,Processed,Diaoyudaoite__R130023__Broad_Scan__780__0__unoriented__Raman_Data_Processed__0730434829585d3bf2a357037933.txt,False,,Unknown,,,,,,,
Lead,R070193,532.0,RAW,Lead__R070193__Broad_Scan__532__0__unoriented__Raman_Data_Raw__81244bc3b9de699b1c92cd8da0af.txt,False,,Unknown,1.0,0.0,,Lead,,,
Albite,R060054,780.0,Processed,Albite__R060054__Raman__780______Raman_Data_Processed__9e800363f9d263e82e3b5c0b29f0.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Glass-(Eu),R110079,532.0,Processed,Glass-(Eu)__R110079__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3833f19580f8a0c888b501511cf9.txt,False,,Unknown,,,,,,,
Fetiasite,R100014,532.0,Processed,Fetiasite__R100014__Broad_Scan__532__0__unoriented__Raman_Data_Processed__638513fe90839470131037f48667.txt,False,,Unknown,,,,,,,
Dolomite,R050241,780.0,Processed,Dolomite__R050241__Raman__780______Raman_Data_Processed__bcbcdf9437a20938a8d28e34c476.txt,False,"C,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,,,,,,,
Bradaczekite,R070029,532.0,Processed,Bradaczekite__R070029__Raman__532______Raman_Data_Processed__a4c310d0d09d4f442d0d3ad1327d.txt,False,,Unknown,,,,,,,
Barytolamprophyllite,R120087,780.0,Processed,Barytolamprophyllite__R120087__Broad_Scan__780__0__unoriented__Raman_Data_Processed__63f60f527bf1cd0ca130d3d340c8.txt,False,,Unknown,,,,,,,
Sphalerite,R060636-3,514.0,Processed,Sphalerite__R060636-3__Raman__514__0-000__depolarized__Raman_Data_Processed__837d5762aebc90a3175ddbf63b53.txt,False,"Cu,El,Fe,Ka,Ox,Pk,S,Si,Wt,Zn",Unknown,,,,,,,
Strontioruizite,R160085,532.0,Processed,Strontioruizite__R160085__Broad_Scan__532__0__unoriented__Raman_Data_Processed__905e06514ffc780adb0552132de4.txt,False,O,Unknown,,,,,,,
Karibibite,R060307,780.0,Processed,Karibibite__R060307__Broad_Scan__780__0__unoriented__Raman_Data_Processed__09d5474bcf4b55242859b317f010.txt,False,,Unknown,,,,,,,
Cuprozheshengite,R250088,532.0,Processed,Cuprozheshengite__R250088__Raman__532______Raman_Data_Processed__5f31239f86235ac86619e8d829d2.txt,True,,Unknown,,,,,,,
Manganosite,R060757,785.0,Processed,Manganosite__R060757__Raman__785______Raman_Data_Processed__1793b7fb4a33fa547e1c6fc203d8.txt,False,"Cr,El,Ka,Mg,Mn,Na,O,Ox,Pk,Wt",Unknown,1.0,0.0,,Manganosite,,,
Fluoro-richterite,R040019-4,514.0,Processed,Fluoro-richterite__R040019-4__Raman__514__0-000__depolarized__Raman_Data_Processed__6ce84f24916dea3ec6ee2ffc1599.txt,False,"A,Al,B,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,No,O,Pk,Si,Ti,Zn",Unknown,,,,,,,
Taramite,R070238,785.0,Processed,Taramite__R070238__Raman__785______Raman_Data_Processed__7144a01ab79ef828203cd048bdf3.txt,False,"Al,Ca,Cl,Cr,El,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,,,,,,,
Scottyite,R160006,532.0,Processed,Scottyite__R160006__Broad_Scan__532__0__unoriented__Raman_Data_Processed__315a08b95fb7fc6fcdb14c9b3c39.txt,False,"Al,Ba,Ca,Cr,Cu,Fe,K,Na,O,On,Si,Sr,Wt",Unknown,,,,,,,
Vuonnemite,R050250,532.0,Processed,Vuonnemite__R050250__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a238a42aad8677dad7687a921bba.txt,False,,Unknown,,,,,,,
Hubnerite,R060900,785.0,Processed,Hubnerite__R060900__Raman__785______Raman_Data_Processed__1b211b5845b248fbd4cfa3e39ce9.txt,False,"El,Fe,Ka,La,Mn,Ox,Pk,W,Wt",Unknown,,,,,,,
Szaibelyite,R060289,780.0,Processed,Szaibelyite__R060289__Broad_Scan__780__0__unoriented__Raman_Data_Processed__49fb787c9fd8e46146ea1101266c.txt,False,"Al,B,C,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,,,,,,,
Davidite-(Ce),R120009,532.0,Processed,Davidite-(Ce)__R120009__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d13a3d939db6ace60fbf5abfcc70.txt,False,,Unknown,,,,,,,
Amblygonite,R040006,532.0,Processed,Amblygonite__R040006__Raman__532______Raman_Data_Processed__939f7c350f9f4e5514fbb6a50c50.txt,False,"Al,Ca,Cr,El,F,Fe,Ka,Li,Mg,Mn,Na,O,P,Pk,V",Unknown,,,,,,,
Topaz,R060026,532.0,Processed,Topaz__R060026__Raman__532______Raman_Data_Processed__8feef4c91d112e64ef4528d1c4e7.txt,False,,Unknown,,,,,,,
Riosecoite,R250054,532.0,Processed,Riosecoite__R250054__Raman__532______Raman_Data_Processed__1b220635007654593a8ba339f93f.txt,True,,Unknown,1.0,0.0,,Riosecoite,,,
Caledonite,R060506,780.0,Processed,Caledonite__R060506__Broad_Scan__780__0__unoriented__Raman_Data_Processed__0a7d031ce88efc742776e00f9b15.txt,False,,Unknown,,,,,,,
Kyanite,R040119-5,514.0,Processed,Kyanite__R040119-5__Raman__514__0-000__depolarized__Raman_Data_Processed__5936bedb15edadd9fb6f40914a15.txt,False,,Unknown,,,,,,,
Brazilianite,R050504,780.0,Processed,Brazilianite__R050504__Broad_Scan__780__0__unoriented__Raman_Data_Processed__4115d31891701432fa4546504376.txt,False,"Al,Cr,El,F,Ka,Na,O,Ox,P,Pk,Si,Wt",Unknown,,,,,,,
Strontiojoaquinite,R070084,532.0,Processed,Strontiojoaquinite__R070084__Raman__532______Raman_Data_Processed__a632bc3f7cb18e8704bd14781b63.txt,False,"Ba,Ca,Cr,El,Fe,H,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Sr,Ti,Wt,Zn",Unknown,,,,,,,
Russellite,R060860,785.0,Processed,Russellite__R060860__Broad_Scan__785__0__unoriented__Raman_Data_Processed__816c0096809c4250140086b5bd51.txt,False,"Bi,El,Fe,Ka,Ma,O,Ox,Pk,W,Wt",Unknown,,,,,,,
Triphylite,R050624,780.0,Processed,Triphylite__R050624__Broad_Scan__780__0__unoriented__Raman_Data_Processed__3a212169a321188c4a0c3d67517c.txt,False,,Unknown,,,,,,,
Colquiriite,R070417,785.0,Processed,Colquiriite__R070417__Raman__785______Raman_Data_Processed__dd70bc5d6ad57b328c4cc013d3bb.txt,False,,Unknown,,,,,,,
Correianevesite,R090069,780.0,Processed,Correianevesite__R090069__Broad_Scan__780__0__unoriented__Raman_Data_Processed__7e1b20a2f8b757d1d6de0800ec51.txt,False,Wt,Unknown,,,,,,,
Andalusite,R060212,532.0,Processed,Andalusite__R060212__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a3cf9b48d92db712b6487f5ba3a9.txt,False,"Al,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Wt",Unknown,1.0,0.0,,Andalusite,,,
Corundum,R110116,532.0,Processed,Corundum__R110116__Raman__532______Raman_Data_Processed__46e15421aa5e4683550b22ff68d2.txt,False,"Al,El,Fe,Ka,O,Ox,Pk,Wt",Unknown,,,,,,,
Osmium,R060823,532.0,RAW,Osmium__R060823__Broad_Scan__532__0__unoriented__Raman_Data_Raw__07c776bb2d6afebf5f39cab69dc5.txt,False,,Unknown,,,,,,,
Sengierite,R100186,532.0,Processed,Sengierite__R100186__Raman__532______Raman_Data_Processed__fa3076272b41c00ca90d643b4cf5.txt,False,,Unknown,,,,,,,
Cassiterite,R050502,532.0,Processed,Cassiterite__R050502__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d849a69592605fa27a69449c5117.txt,False,"O,Sn",Unknown,,,,,,,
Petarasite,R060220,532.0,Processed,Petarasite__R060220__Broad_Scan__532__0__unoriented__Raman_Data_Processed__54c1e5262776d553158fbb016c44.txt,False,,Unknown,,,,,,,
Tetrahedrite-(Zn),R100204,532.0,Processed,Tetrahedrite-(Zn)__R100204__Raman__532______Raman_Data_Processed__609762519db65d56ca47e2d3a077.txt,False,"Ag,As,Cu,El,Fe,Ka,La,Pk,S,Sb,Te,Zn",Unknown,,,,,,,
Leucite,R040107,532.0,Processed,Leucite__R040107__Raman__532______Raman_Data_Processed__281def95a3fcd9d1d940a0f28803.txt,False,,Unknown,1.0,0.0,,Leucite,,,
Ullmannite,R070541,785.0,Processed,Ullmannite__R070541__Broad_Scan__785__0__unoriented__Raman_Data_Processed__5c29caccb2e8d74d18b764e7ee40.txt,False,,Unknown,,,,,,,
Guilleminite,R090007,532.0,Processed,Guilleminite__R090007__Broad_Scan__532__0__unoriented__Raman_Data_Processed__bf124c2bfaf98521ff610b6aa9eb.txt,False,,Unknown,1.0,0.0,,Guilleminite,,,
Kamchatkite,R070039,785.0,Processed,Kamchatkite__R070039__Broad_Scan__785__0__unoriented__Raman_Data_Processed__d357165ca72f69cc28687bd1bc18.txt,False,,Unknown,,,,,,,
Fizelyite,R090068,780.0,Processed,Fizelyite__R090068__Broad_Scan__780__0__unoriented__Raman_Data_Processed__323c340831f8c6403201177ea944.txt,False,,Unknown,,,,,,,
Szenicsite,R050146,514.0,Processed,Szenicsite__R050146__Raman__514______Raman_Data_Processed__4483f941fb36f41bc57c7594cf55.txt,False,,Unknown,,,,,,,
Pucherite,R080137,532.0,Processed,Pucherite__R080137__Broad_Scan__532__0__unoriented__Raman_Data_Processed__8a4f9ffab345c0dfa5df673db1aa.txt,False,,Unknown,,,,,,,
Meliphanite,R060786,785.0,RAW,Meliphanite__R060786__Broad_Scan__785__0__unoriented__Raman_Data_Raw__ba7e8eb2b5276a45a0870df6233e.txt,False,,Unknown,1.0,0.0,,Meliphanite,,,
