id,metal_center,charge,molecular_mass,n_atoms,n_electrons,tzvp_lumo_energy,tzvp_homo_energy,tzvp_homo_lumo_gap,homo_lumo_gap_delta,tzvp_electronic_energy,electronic_energy_delta,tzvp_dispersion_energy,dispersion_energy_delta,enthalpy_energy,enthalpy_energy_correction,gibbs_energy,gibbs_energy_correction,zpe_correction,heat_capacity,entropy,tzvp_dipole_moment,dipole_moment_delta,polarisability,lowest_vibrational_frequency,highest_vibrational_frequency,smiles
MIQNAF,Ni,-1,463.32323,59,234,0.00211,-0.13157,0.13368,0.08387,-2548.45592453,-1.4140359500001978,-0.1092156296,0.0094370468,-2546.611257,0.4306315799999538,-2546.688304,0.353584580000188,0.404091,125.13,162.158,9.7266,1.4061000000000003,391.2,26.3064,3158.0834,
MIZXIF,Rh,0,654.1534,82,342,-0.05731,-0.23116,0.17385,0.07137,-2736.38459353,-2.0475066200001493,-0.1452342677,0.0103636418999999,-2733.620779,0.7163079100000687,-2733.738866,0.5982209099997817,0.671847,167.324,248.536,6.2923,0.5498000000000003,484.95,25.1936,3139.4271,
MOBLEV,Pt,0,473.28014,52,228,-0.05105,-0.24702,0.1959699999999999,0.06394,-864.394537063,-0.8637517020000587,-0.0633288642,0.0067666452,-863.092511,0.4382743610000261,-863.183167,0.3476183609999452,0.410299,108.187,190.802,11.6576,0.1653000000000002,297.74,3.903,3163.1031,
MOBLOF,Pt,0,652.29778,71,320,-0.0536,-0.23004,0.1764399999999999,0.0596399999999999,-1649.58127096,-1.5010105799999565,-0.114442832,0.00959071,-1647.492292,0.5879683800001203,-1647.599087,0.4811733799999729,0.551154,145.723,224.769,12.6882,0.1798000000000001,449.32,11.7386,3160.3539,
MOBLUL,Pt,0,583.25282,62,284,-0.05182,-0.23271,0.18089,0.0610399999999999,-1668.42863841,-1.305663000000095,-0.1044758295,0.0081271810999999,-1666.607589,0.5153864100000192,-1666.700701,0.42227441,0.483148,128.76,195.97,12.3877,0.2797,383.39,17.4512,3161.0501,
MOBMOG,Pt,0,803.11224,64,374,-0.09083,-0.22801,0.13718,0.06278,-1690.7666821,-1.18926617000011,-0.1026093152,0.0076880777999999,-1689.04825,0.5291659299998628,-1689.158938,0.4184779299998808,0.492043,139.23,232.963,2.4232,-0.4571,438.32,10.0176,3140.3339,
MOBMUM,Pt,0,957.05362,74,450,-0.05947,-0.21906,0.15959,0.06265,-2644.7358709,-1.777025500000036,-0.1486104237,0.0088160378,-2642.366197,0.5926484000001437,-2642.482767,0.4760784000000058,0.551934,158.382,245.341,12.7793,0.3891999999999989,548.53,13.7945,3155.8458,
MOGFAQ,Fe,0,816.04508,75,414,-0.11947,-0.24487,0.1254,0.0621,-4504.40075772,-3.121239449999848,-0.123059787,0.0116042256999999,-4500.73467,0.5448482700003296,-4500.861008,0.4185102700002971,0.498553,179.363,265.9,10.3728,0.5635999999999992,661.07,11.9952,3157.5359,
MOGSAC,Tc,-1,317.06087,29,154,0.08022,-0.12401,0.20423,0.0662299999999999,-727.183392342,-0.7224704580000889,-0.047509802,0.0040941071,-726.262127,0.1987948839999944,-726.321794,0.1391278840000041,0.182362,67.954,125.579,4.8781,-0.0610999999999997,205.78,10.2658,3142.1118,
MOGWUC,Pt,0,559.149,45,264,-0.12244,-0.21364,0.0912,0.05482,-1741.23503854,-1.2432039800000894,-0.0791740087,0.0068316536999999,-1739.658446,0.333388560000003,-1739.732002,0.2598325599999498,0.310477,97.534,154.811,18.0325,1.84,388.65,15.1261,3158.5018,
MOZFAI,Zr,0,528.23083,66,270,-0.07927,-0.23389,0.1546199999999999,0.0642599999999999,-1475.25399606,-1.4506123999999545,-0.1197720944,0.0082541895,-1473.271919,0.5314646599999833,-1473.36305,0.4403336600000784,0.498502,137.273,191.8,11.2063,0.1415000000000006,411.67,27.4605,3171.9396,
MPPDBN,Pd,0,392.1614,49,198,-0.07605,-0.2191,0.1430499999999999,0.0653399999999999,-1356.13564264,-0.9932415499999934,-0.0764257378,0.0063176712,-1354.73651,0.4058910900000683,-1354.815753,0.3266480899999351,0.379604,104.684,166.781,12.796,0.0897999999999985,289.72,8.1498,3139.7872,
MUFRIO,Ir,0,490.2818,54,236,-0.09199,-0.23766,0.14567,0.06342,-879.113085317,-0.8971432729999833,-0.0884502917,0.0080754854999999,-877.761469,0.4544730439999966,-877.831957,0.3839850440000418,0.431063,102.165,148.356,9.1477,0.2184000000000008,289.61,31.0474,3161.6696,
MULYIC,Zn,0,684.14769,73,352,-0.10264,-0.1885,0.08586,0.03199,-3787.85012355,-2.444439059999695,-0.1138251001,0.0116423737999999,-3784.83109,0.5745944899999813,-3784.942183,0.4635014899999987,0.535279,153.837,233.816,5.1416,-0.1448999999999998,696.41,10.1044,3671.0987,
MUMWAS,Co,-1,563.36781,75,288,0.01519,-0.15115,0.16634,0.08356,-2758.41753904,-1.7416380099998603,-0.1445015107,0.0124531043999999,-2756.092618,0.5832830300000751,-2756.180977,0.4949240300002202,0.550233,152.987,185.968,13.4643,-0.3254000000000001,479.84,36.3692,3154.0808,
MUQQUN,W,0,581.14942,52,280,-0.05804,-0.2102,0.15216,0.0588499999999999,-1875.66877137,-1.4774913799999467,-0.0962261616,0.0067103428999999,-1873.791263,0.4000169900000401,-1873.881678,0.3096019900001465,0.368397,123.073,190.293,8.6808,0.329699999999999,330.49,36.2667,3138.4068,
MUZNIE,Pt,1,570.16162,58,280,-0.16976,-0.3589,0.18914,0.07463,-1885.62376788,-1.454719060000116,-0.0822263472,0.0082142839,-1883.649029,0.5200198200000159,-1883.735597,0.4334518199998456,0.491324,107.678,182.197,4.8,0.0602999999999998,290.45,22.9693,3382.2443,
MYNBCO,Co,0,328.13095,45,174,-0.05707,-0.20393,0.14686,0.0828199999999999,-2261.73430385,-1.1354021699999066,-0.0554480584,0.0063555803999999,-2260.209689,0.3892126800001279,-2260.286465,0.3124366799997915,0.364127,91.656,161.588,5.849,0.6352000000000002,234.34,44.5354,3105.5417,
NADGIJ,Ir,0,654.41756,76,318,-0.07586,-0.21307,0.13721,0.0576,-1526.1204823,-1.4131979400001455,-0.1391430198,0.0101920099,-1524.098363,0.6089213599998402,-1524.199647,0.5076373599999897,0.571608,157.584,213.17,8.6418,0.1385000000000005,468.73,11.855,3138.7828,
NADQER,Ta,0,544.32783,67,270,-0.06869,-0.22816,0.15947,0.06748,-1236.65128976,-1.1978481600001487,-0.1047814604,0.0085507246,-1234.879359,0.5740825999998833,-1234.971217,0.4822245999998813,0.540808,136.066,193.333,9.8845,-0.0908000000000015,349.4,15.1262,3149.2196,
NAFLIQ,Mn,0,371.18959,48,190,-0.08872,-0.2407,0.15198,0.0783899999999999,-2087.39049032,-1.1968574699999408,-0.0800554656,0.0070558118,-2085.812524,0.381108850000146,-2085.891321,0.3023118500000237,0.354357,106.296,165.841,8.7679,0.2308999999999983,264.4,29.9289,3133.436,
NAGBOQ,Ni,0,608.23855,79,318,-0.05803,-0.23671,0.17868,0.09072,-4172.48757512,-2.247659269999531,-0.1376930022,0.0107116748999999,-4169.589153,0.6507628500003193,-4169.701968,0.5379478499999095,0.608481,169.039,237.44,6.9178,-0.0433000000000003,465.74,12.0159,3148.5269,
NAGBUW,Pd,0,656.2064,79,336,-0.06009,-0.2346,0.17451,0.0691099999999999,-2792.30925801,-2.063140090000161,-0.1382731485,0.0105062571,-2789.595293,0.6508249200001046,-2789.710088,0.5360299200001464,0.608144,169.241,241.607,7.2695,-0.0225999999999997,472.82,10.6158,3148.9943,
NAGXOL,Re,0,816.17488,78,404,-0.08737,-0.19002,0.1026499999999999,0.04135,-2138.53171097,-2.217847829999755,-0.1185308982,0.0114915914,-2135.686604,0.6272591400002057,-2135.802008,0.5118551400000797,0.585892,162.01,242.888,5.5601,0.0091000000000001,698.35,14.175,3200.054,
NAHXID,Rh,0,459.94392,45,234,-0.04486,-0.23341,0.18855,0.07932,-2949.85484173,-1.5614885699997103,-0.0828504278,0.0058745890999999,-2947.908418,0.3849351600001682,-2947.989545,0.3038081600002442,0.35668,102.876,170.745,14.2927,0.7970000000000006,263.78,75.0941,3117.9963,
NAPMAU,Pd,0,794.00928,78,404,-0.09553,-0.21168,0.11615,0.06409,-3410.41396011,-2.6508182799998394,-0.1444567603,0.0105793563,-3407.142697,0.6204448299999967,-3407.273967,0.4891748300001381,0.573696,172.18,276.28,6.6324,0.3762999999999996,588.92,10.5297,3165.2398,
NAPWAE,Ni,0,570.27604,75,296,-0.068,-0.21753,0.14953,0.09538,-3185.0353727,-1.880063070000233,-0.13441348,0.0111401255999999,-3182.545852,0.6094576299997243,-3182.64428,0.5110296299999391,0.574138,150.659,207.16,9.0596,0.1855999999999991,459.44,21.7934,3202.3737,
NAPWIM,Ni,0,620.29169,81,322,-0.06756,-0.22313,0.1555699999999999,0.0916099999999999,-3338.56288988,-2.04492947000017,-0.1502591749,0.0119896722,-3335.85952,0.6584404099999119,-3335.963056,0.5549044099998355,0.620438,162.399,217.909,9.0907,0.1979000000000006,503.33,20.2193,3192.752,
NAPXAF,Ni,0,439.2584,60,228,-0.06877,-0.22665,0.15788,0.0927499999999999,-2552.17451908,-1.3978609900000265,-0.0931577111,0.0089917929,-2550.290959,0.4856990900002529,-2550.37569,0.4009680900003332,0.456977,122.081,178.332,8.336,0.4786999999999999,369.94,7.502,3205.7021,
NAQMEX,Au,0,638.1979,58,306,-0.07392,-0.26192,0.188,0.07556,-1962.16563657,-1.5032892200001695,-0.1108425117,0.0083787288,-1960.210665,0.4516823499998281,-1960.299959,0.3623883499999465,0.42206,121.611,187.935,6.7657,0.4635999999999995,386.07,21.566,3158.7177,
NASHIY,Fe,1,651.12474,82,342,-0.13077,-0.32615,0.19538,0.1084199999999999,-4599.1795826,-2.451907879999453,-0.1621808471,0.0112873464999999,-4596.017654,0.7100207200001023,-4596.131841,0.5958337199999733,0.666064,171.712,240.326,5.1785,0.1518999999999994,480.0,24.3756,3192.6787,
NASMIG,Ir,0,524.26952,57,254,-0.03217,-0.20466,0.17249,0.0607199999999999,-1278.4270465,-1.077982529999872,-0.0979009709,0.0081752442,-1276.86741,0.4816539700000248,-1276.944962,0.4041019700000561,0.454963,111.684,163.221,7.8998,-0.0105000000000003,308.78,51.3561,3131.4355,
NASMOM,Ru,0,460.2334,62,236,-0.02475,-0.20824,0.18349,0.06946,-1346.96353065,-1.1905818899999758,-0.1049081642,0.0083817405999999,-1345.247679,0.525269759999901,-1345.334508,0.4384407600000486,0.493745,127.488,182.748,9.0482,0.0245999999999995,331.73,25.0106,3153.9619,
NAYYOC,Ni,0,516.35423,79,274,-0.0968,-0.2441,0.1473,0.06979,-2906.13744935,-1.825019340000381,-0.1117270541,0.0102007937999999,-2903.631547,0.6808830099998886,-2903.747109,0.5653210099999342,0.638091,164.872,243.222,4.9459,-0.5235000000000003,369.09,22.7196,3714.4715,
NEBQUK,Co,-1,327.27284,45,164,0.02354,-0.16003,0.18357,0.10215,-1995.48782954,-0.9079136299999392,-0.0792081396,0.0072964374999999,-1994.245381,0.3345349100000021,-1994.302383,0.2775329099999908,0.317008,89.436,119.971,0.0,0.0,282.58,75.7062,3132.1207,
NECGOR,Au,0,716.15769,63,346,-0.10261,-0.22866,0.12605,0.06735,-2797.56112643,-1.8892343000002256,-0.1175479513,0.0090031237,-2795.187538,0.4843541299997014,-2795.28866,0.3832321299996692,0.450115,138.155,212.829,17.2876,-9.999999999976694e-05,464.55,15.9858,3146.698,
NECVUO,Co,-1,371.29906,52,188,0.02194,-0.16108,0.18302,0.09345,-2149.16798456,-1.089232940000329,-0.090484915,0.0082824716,-2147.681108,0.3976436199995987,-2147.747299,0.331452619999709,0.375808,105.001,139.311,5.2346,-0.1587999999999993,311.44,45.9977,3687.9017,
NECWEZ,Co,-1,387.29397,53,196,0.02213,-0.15834,0.18047,0.09495,-2224.34357276,-1.16793749999988,-0.0960405819,0.0085826941999999,-2222.772147,0.4034882599999037,-2222.839083,0.3365522600001895,0.380807,108.904,140.879,7.1927,-0.1639999999999997,311.89,84.5197,3654.9367,
NEDLAJ,Mo,0,390.11547,43,194,-0.05349,-0.22112,0.16763,0.06448,-1195.63453878,-1.012697370000069,-0.0746835453,0.0060229187999999,-1194.287343,0.3344984099999237,-1194.358924,0.26291741,0.311273,95.22,150.655,7.8324,0.2218999999999997,264.68,32.4376,3161.1518,
NEDZON,Co,0,416.1089,45,210,-0.07807,-0.22689,0.14882,0.09654,-3007.82003896,-1.4560112799999845,-0.0800143063,0.0066673788999999,-3006.028106,0.3359216799999558,-3006.097395,0.2666326800003844,0.313172,98.459,145.83,11.0327,0.0455000000000005,285.69,40.406,3198.8379,
NEFROF,Hf,0,680.44591,81,332,-0.08751,-0.28456,0.1970499999999999,0.0684299999999999,-1330.63259496,-1.5416843699999845,-0.1514793905,0.0116231460999999,-1328.444175,0.6467355899999347,-1328.534696,0.5562145900000814,0.612468,161.194,190.517,10.145,0.3399999999999998,447.45,29.5514,3203.5644,
NEGVOL,Ni,0,652.29041,84,338,-0.09532,-0.18645,0.09113,0.05206,-3667.70131793,-2.178292330000204,-0.1537191904,0.0120564467999999,-3664.844784,0.6782416000000921,-3664.963979,0.5590465999998742,0.636137,172.49,250.867,11.1948,-0.0923999999999996,589.94,4.9247,3138.1455,
NEKTOP,Rh,0,503.25574,59,250,-0.132,-0.24136,0.1093599999999999,0.06095,-1717.54783827,-1.3141396099999838,-0.1117326541,0.0091058631,-1715.782688,0.4510106600000654,-1715.861323,0.3723756599999888,0.423697,125.314,165.501,10.2889,0.5099,390.4,28.2208,3144.6136,
NEXVAN,Nb,0,709.96235,60,356,-0.12858,-0.20623,0.07765,0.0355099999999999,-3103.30093095,-2.323130219999712,-0.1087445862,0.0091763235,-3100.53339,0.4444107300000723,-3100.633557,0.3442437300000165,0.409795,134.881,210.82,6.5516,0.3685999999999998,682.15,7.3159,3148.0682,
NIGCIP,Rh,0,342.14505,40,170,-0.07856,-0.23825,0.15969,0.0645099999999999,-726.946006867,-0.7211178440001049,-0.0638075511,0.0061915102,-725.907688,0.3172010229999387,-725.964114,0.260775022999951,0.300707,76.761,118.758,9.3994,0.3827999999999996,241.46,55.1103,3189.1159,
NIGLEW,Re,0,844.18505,81,418,-0.10109,-0.20034,0.0992499999999999,0.04981,-2178.56556822,-2.2476658299997325,-0.1337139549,0.0123375363,-2175.668455,0.6494473900002049,-2175.788062,0.5298403900001176,0.607026,166.434,251.733,4.6429,0.4875999999999996,717.41,10.4713,3205.2412,
NIKMOJ,Zn,0,776.14154,81,398,-0.12096,-0.23049,0.10953,0.0419399999999999,-4059.00316909,-2.7539623500001653,-0.1281371647,0.0131393078,-4055.626191,0.623015740000028,-4055.756377,0.4928297399997063,0.576355,179.192,274.0,0.0003,0.0,830.19,7.8083,3203.9949,
NITWIW,Rh,0,591.20959,70,300,-0.0882,-0.23198,0.14378,0.0679799999999999,-2073.26081911,-1.6843145299999378,-0.1267318162,0.0102740625999999,-2071.006059,0.5704455800000687,-2071.105553,0.470951580000019,0.535474,144.098,209.403,7.2861,-0.2551999999999994,444.79,13.3841,3160.664,
NIVCUR,Rh,0,542.20637,65,276,-0.0638,-0.20925,0.14545,0.0725199999999999,-1931.84651017,-1.5303210500001114,-0.1132760988,0.0087858411999999,-1929.786124,0.5300651200000175,-1929.881355,0.434834120000005,0.496005,137.879,200.432,14.0447,0.1507000000000005,389.77,7.2132,3229.2422,
NIYGAE,Co,-1,351.3071,49,176,0.00377,-0.15267,0.15644,0.08649,-2046.29828054,-0.9579158300000472,-0.0906636233,0.0078084377999999,-2044.978112,0.3622527099998933,-2045.040288,0.3000767099999848,0.34167,101.688,130.861,0.2917,0.0693,310.06,69.4008,3149.5484,
NOFNUR,Zr,0,983.89234,73,476,-0.11878,-0.20019,0.08141,0.04073,-2725.07471411,-2.2892486099999587,-0.1336455781,0.0096284318,-2722.238459,0.5470064999999522,-2722.361761,0.4237044999999853,0.503397,165.493,259.51,9.6984,0.753499999999999,817.27,10.4283,3152.8982,
NOFQEE,Pt,0,641.3482,77,318,-0.06733,-0.21339,0.14606,0.06052,-1814.16644377,-1.5022723799997948,-0.1312484647,0.0101116876999999,-1811.998398,0.6657733900001404,-1812.10615,0.5580213900000217,0.626438,154.218,226.784,13.1861,0.0627999999999993,423.94,12.945,3146.2696,
NOLPIN,Rh,0,556.03782,64,288,-0.04507,-0.23101,0.18594,0.07851,-3223.61817222,-1.8862062799998969,-0.1158752229,0.0088204566999999,-3221.161479,0.5704869400001371,-3221.25631,0.4756559399997968,0.535737,130.649,199.587,12.1335,0.7494999999999994,343.7,40.8638,3090.0421,
NOQSOC,Cd,0,538.98549,46,268,-0.11506,-0.25721,0.14215,0.0634199999999999,-1773.41032466,-1.7945772200000647,-0.0581461469,0.0065687663999999,-1771.269732,0.3460154399999737,-1771.368877,0.2468704399998387,0.31367,114.121,208.668,10.7538,0.3124000000000002,334.82,9.261,3689.082,
NOSGIO,Co,-1,479.33544,65,244,0.01988,-0.16298,0.18286,0.09381,-2457.20318393,-1.4199137199998404,-0.1124885438,0.0103228758,-2455.279616,0.5036542100001498,-2455.363478,0.4197922099997413,0.475547,130.097,176.502,0.0,0.0,432.96,14.4025,3143.6336,
NOTPIV,Zn,0,561.90028,41,280,-0.16823,-0.24448,0.07625,0.05993,-4136.12340688,-2.1334178500001144,-0.0786496184,0.0070128274,-4133.74396,0.2460290300004999,-4133.838505,0.1514840300005744,0.214262,114.127,198.987,1.8954,0.9901,548.57,18.7443,3145.1114,
NOWLAO,Co,0,542.16535,56,270,-0.11578,-0.26426,0.14848,0.0817799999999999,-3002.74544571,-2.0153656200000114,-0.0977512313,0.0086471944999999,-3000.328307,0.4017730899995513,-3000.416412,0.3136680899997373,0.371419,127.822,185.433,6.9215,0.1929999999999996,357.97,18.9246,3204.0545,
NOWLIW,Co,0,402.31345,55,202,-0.07844,-0.28783,0.2093899999999999,0.0986599999999999,-2212.96253303,-1.1519933800000215,-0.0974463453,0.0088652347999999,-2211.394654,0.4158856499998364,-2211.462543,0.3479966499999136,0.393519,110.446,142.885,6.4065,0.0224000000000001,322.44,28.637,3203.0644,
NOWMAP,Co,-1,259.14997,34,132,0.07015,-0.10495,0.1751,0.08888,-1882.97674291,-0.7404762599999231,-0.0511271143,0.0049453425,-1881.974795,0.2614716499999758,-1882.027474,0.2087926500000776,0.246637,67.354,110.872,7.9478,0.1856999999999997,208.86,46.0644,3200.3019,
NOWMET,Co,0,258.14215,33,130,-0.06341,-0.27415,0.21074,0.09947,-1882.34201499,-0.7414330799999789,-0.0501815476,0.0049807564999999,-1881.345734,0.2548479100000804,-1881.396987,0.2035949099999925,0.24101,64.218,107.87,4.2311,0.0766999999999997,191.07,33.2047,3202.6781,
NOYYIJ,Co,-1,571.08299,57,292,0.009,-0.08802,0.09702,0.0603199999999999,-3048.62458869,-1.9315427300002737,-0.0865983144,0.0093830626,-3046.258305,0.4347409599999992,-3046.344297,0.3487489599997389,0.405913,118.084,180.985,0.0,0.0,630.01,14.4245,3132.1952,
NUHPIR,Mo,-1,938.93445,75,466,-0.03733,-0.10847,0.07114,0.0510699999999999,-2772.86481473,-2.8179097000002,-0.2054905235,0.0147907448,-2769.547302,0.4996030299998892,-2769.640274,0.4066310299999713,0.465469,160.331,195.676,4.2726,0.6168999999999998,711.45,9.4009,3193.7413,
NUTVIJ,Au,1,915.18146,81,438,-0.20051,-0.33731,0.1368,0.06322,-2603.77773606,-2.0118893999997454,-0.167797449,0.0107084218,-2601.122907,0.6429396600001382,-2601.240475,0.5253716600000189,0.600551,170.999,247.443,4.9919,0.1545000000000005,580.06,21.5067,3167.3073,
NUYBEQ,Co,0,464.14528,53,236,-0.14293,-0.24675,0.10382,0.0767299999999999,-3125.37086147,-1.5865483499997026,-0.0944445486,0.007830203,-3123.378417,0.4058961200003068,-3123.46004,0.3242731200002708,0.379068,113.365,171.79,9.1102,0.8055000000000003,343.25,16.6574,3195.1585,
ODAKUZ,Cr,0,450.04338,52,236,-0.07062,-0.25257,0.18195,0.0632499999999999,-3152.02009284,-1.728596639999978,-0.0794337981,0.0041521666,-3149.876871,0.4146252000000459,-3149.993438,0.298058200000014,0.373434,139.131,245.336,4.4025,0.0546999999999995,337.21,9.4489,3088.8071,
ODOGAQ,Ru,0,370.18307,47,186,-0.04685,-0.2504,0.20355,0.07637,-790.548620379,-0.8214435129999629,-0.0714083782,0.0066447295,-789.340038,0.3871388659999866,-789.406413,0.3207638659999929,0.366176,91.091,139.697,10.3159,0.5913999999999984,263.02,35.5391,3155.1024,
OFOBEQ,Rh,0,518.16026,67,270,-0.08445,-0.18055,0.0960999999999999,0.04613,-1577.66523304,-1.4364914200000385,-0.097025224,0.0091511143,-1575.640953,0.5877886199998557,-1575.743083,0.4856586199998673,0.552403,132.947,214.951,3.1054,-0.2604000000000002,460.93,17.1447,3196.9009,
OFUPAG,Co,0,493.35965,69,252,-0.13176,-0.24596,0.1142,0.08216,-2550.30594074,-1.5316199399999275,-0.1184421636,0.0107439389,-2548.226735,0.5475857999999789,-2548.311649,0.4626717999999528,0.517984,135.754,178.716,17.9173,0.188600000000001,404.68,19.4549,3191.7925,
OGOKUR,Pt,0,655.09989,55,314,-0.08648,-0.26513,0.1786499999999999,0.0781799999999999,-3288.38726889,-1.840921980000076,-0.1130490047,0.0075382707999999,-3286.11486,0.4314869099998759,-3286.204014,0.3423329100000956,0.399575,127.118,187.641,5.799,0.6608,351.14,41.4941,3130.3169,
OGOLEC,Pt,0,695.03729,51,330,-0.08938,-0.26637,0.1769899999999999,0.0779899999999999,-3435.88681653,-1.9750248099999224,-0.1102532871,0.0069040769999999,-3433.542222,0.3695697200000722,-3433.633988,0.2778037200000653,0.33897,120.844,193.138,4.9675,0.7171000000000003,390.23,11.3139,3145.0216,
OGOLOM,Pd,0,566.03829,55,282,-0.10986,-0.26136,0.1514999999999999,0.0754699999999999,-3296.90698558,-1.8728649699996824,-0.1111370626,0.0076569506,-3294.602586,0.4315346100001989,-3294.69262,0.3415006100003666,0.399412,127.245,189.492,5.1885,0.7848000000000006,353.64,21.0394,3119.6375,
OGOPOR,Ru,0,692.07176,70,352,-0.10622,-0.24321,0.13699,0.06581,-2454.667894,-2.25023138000006,-0.1054834604,0.0100234880999999,-2451.859061,0.5586016199999904,-2451.980433,0.4372296199999255,0.516926,154.343,255.448,9.7415,1.2146000000000008,505.39,7.3726,3496.6474,
OGUMEI,Os,0,464.27668,47,218,-0.08196,-0.25971,0.17775,0.06965,-757.639182438,-0.7752279750000071,-0.0805552585,0.0067151344999999,-756.497249,0.3667054630000166,-756.561113,0.3028414630000497,0.34619,94.881,134.413,1.9326,0.0017,280.98,67.6918,3139.506,
OHOJED,Ru,0,799.06631,84,406,-0.09451,-0.19769,0.10318,0.06882,-5261.0339494,-2.6310676900002363,-0.1550942339,0.0116873684,-5257.700869,0.7020127099995079,-5257.831928,0.5709537100001398,0.654295,176.311,275.836,1.839,-0.0393000000000001,561.41,15.6204,3158.1181,
OJOYAO,Ni,0,699.1264,76,362,-0.10361,-0.22492,0.12131,0.07499,-3694.90349392,-2.579168109999955,-0.1326987858,0.011905036,-3691.72188,0.6024458100000629,-3691.838209,0.4861168100001123,0.560948,160.752,244.835,4.4509,0.5204,477.7,16.6145,3183.7664,
OKAPIZ,Pt,0,705.33595,69,338,-0.12968,-0.23834,0.10866,0.06545,-2073.06514999,-1.6603670200001943,-0.1270692277,0.0103669619999999,-2070.888668,0.5161149699997623,-2070.9843,0.420482969999739,0.483286,146.592,201.275,16.9235,0.7271999999999998,493.39,13.9129,3158.4832,
OLIPUV,Ni,0,354.19503,49,184,-0.04327,-0.24202,0.19875,0.10443,-2760.55245356,-1.2013316299999133,-0.0751247723,0.0062009132999999,-2758.95261,0.3985119300000406,-2759.03194,0.3191819300000134,0.372178,105.397,166.966,12.333,0.4608000000000007,280.33,30.0446,3097.8913,
OLIQAC,Ni,0,600.24198,75,310,-0.05508,-0.24092,0.18584,0.0941299999999999,-3525.68023739,-2.024250250000023,-0.130555491,0.0107132353999999,-3523.055084,0.6009031399999003,-3523.162887,0.4931001400000241,0.56375,153.159,226.891,13.4902,0.6156000000000006,501.3,11.1981,3139.7028,
OLIQOQ,Ni,0,430.22633,59,224,-0.04197,-0.23343,0.19146,0.1013099999999999,-2991.43688911,-1.4551230099996246,-0.0998268683,0.0075985741,-2989.498106,0.4836601000001792,-2989.587922,0.3938441000000239,0.452403,125.293,189.033,12.7029,0.4859999999999989,341.2,24.1254,3130.8809,
OMEPAX,Co,0,588.22586,74,304,-0.0737,-0.22017,0.14647,0.0841399999999999,-3703.98729828,-2.0189701599997534,-0.1361499556,0.0104691507999999,-3701.370411,0.5979171200001474,-3701.473366,0.4949621199998546,0.559835,156.537,216.687,12.676,0.2087000000000003,472.66,20.3772,3165.9997,
OMEYUA,Ni,0,857.96938,77,436,-0.12669,-0.21386,0.08717,0.0405099999999999,-5481.31047512,-3.273917999999867,-0.1393005401,0.0126202651,-5477.46749,0.5690671199999997,-5477.591589,0.4449681200003397,0.52437,174.895,261.187,6.1409,0.6162999999999998,806.57,11.3777,3209.1276,
ONESOQ,Ru,0,909.97742,83,462,-0.08979,-0.21737,0.12758,0.05442,-4548.92224975,-3.2423555600007603,-0.132091333,0.0121036565,-4545.046245,0.6336491899992325,-4545.183143,0.4967511899994861,0.583203,192.462,288.126,2.8555,0.2799,709.4,11.4081,3144.7439,
OPEVIP,Zn,0,728.21029,84,378,-0.09776,-0.18378,0.08602,0.03205,-3906.88834578,-2.5978417399996943,-0.1308864075,0.013408083,-3903.603171,0.6873330399998849,-3903.717371,0.5731330399999024,0.646026,164.911,240.355,7.5031,-0.1752000000000002,722.61,14.1364,3140.0851,
OPIQOU,Rh,0,328.14653,38,162,-0.08891,-0.2763,0.18739,0.07037,-675.106717272,-0.6720346529999688,-0.0592476204,0.0053632988,-674.136726,0.2979566190000469,-674.195792,0.238890619000017,0.280627,76.584,124.313,7.6663,0.3925999999999998,231.95,17.6236,3144.9328,
OPUPUL,Ni,0,375.12454,48,198,-0.02685,-0.18781,0.16096,0.09689,-2485.68103911,-1.2832066099999793,-0.0668348539,0.0067108566999999,-2483.990123,0.4077094999997825,-2484.072641,0.3251914999996188,0.381831,96.089,173.673,7.2514,0.6969000000000003,267.8,10.1762,3227.4911,
OQEGUN,Fe,0,798.10825,81,408,-0.09154,-0.23696,0.14542,0.0662699999999999,-4213.50976485,-3.062171129999115,-0.12208812,0.012342068,-4209.824749,0.6228447200001028,-4209.948595,0.4989987200005998,0.577612,177.958,260.656,2.4422,0.4138000000000001,596.95,15.2217,3156.925,
OSEMAB,Ru,0,630.04258,60,312,-0.07361,-0.22102,0.1474099999999999,0.0660499999999999,-4813.11250309,-1.994927450000432,-0.117605729,0.0084105849,-4810.653586,0.4639896399994541,-4810.744984,0.3725916399998823,0.431867,133.094,192.363,10.0792,0.4468999999999994,415.17,15.6288,3163.7776,
OSEMEF,Ru,0,570.17565,65,288,-0.07586,-0.22243,0.1465699999999999,0.0643099999999999,-1995.22791542,-1.5976093700001002,-0.1200202656,0.00927423,-1993.114226,0.5160800500000278,-1993.206466,0.4238400499998533,0.482905,139.472,194.135,9.5703,0.3833000000000002,438.61,26.5874,3407.7687,
OTOLAL,Pd,0,532.14356,57,266,-0.08926,-0.24161,0.1523499999999999,0.0821199999999999,-2030.89537068,-1.532003750000058,-0.100475696,0.0088828799999999,-2028.911983,0.45138393000002,-2028.998217,0.3651499299999159,0.422787,117.59,181.494,14.3282,0.9919000000000012,352.86,20.8535,3337.8319,
