CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,CSD_years,SMILES
MIPRAE,-1429.630239,-0.103554,3.012,-0.7973,0.10848,-0.34129,-0.23281,283.782605,1965-2020,
LUGVAL,-2015.572346,-0.233676,2.3867,1.19872,0.10037,-0.30552,-0.20515,556.750812,1965-2020,
NAMKAQ,-1957.00907,-0.08116,5.55,-0.99419,0.11032,-0.18684,-0.07652,253.871852,1965-2020,
XOZLAZ,-6211.23056,-0.133365,15.0455,0.34337,0.04771,-0.17719,-0.12948,466.496957,1965-2020,
YOBQAI,-940.530863,-0.098202,5.3135,0.55928,0.14359,-0.18541,-0.04182,256.387555,1965-2020,
JACCOG,-744.153041,-0.085619,7.5704,-1.12574,0.13556,-0.08974,0.04582,231.417211,1965-2020,
BABDAK,-2904.555911,-0.152394,3.7463,-1.36477,0.11055,-0.20717,-0.09662,400.847967,1965-2020,
PUNCUW,-1348.928457,-0.123604,6.3721,-1.46119,0.1009,-0.22791,-0.12701,339.610867,1965-2020,
HECZIZ,-1485.103464,-0.136402,5.5104,-0.85912,0.12727,-0.17506,-0.04779,375.269632,1965-2020,
GIQVIL,-4256.859441,-0.224795,10.8134,0.4391,0.08449,-0.18079,-0.0963,563.668564,1965-2020,
SOCPIK,-870.184635,-0.054206,7.7937,-0.26322,0.14052,-0.20294,-0.06242,178.965878,1965-2020,
DADGAQ,-3641.590711,-0.100492,7.3095,-0.878,0.00803,-0.13732,-0.12929,291.873453,1965-2020,
SUCCAU,-1089.826472,-0.088975,2.1814,-0.48807,0.09199,-0.08506,0.00693,256.638014,1965-2020,
XOZKOM,-5748.050391,-0.084174,0.019,0.3099,0.04061,-0.18813,-0.14752,342.134089,1965-2020,
WOPLIW,-1969.01948,-0.188058,7.7502,-1.88039,0.12924,-0.20389,-0.07465,469.750751,1965-2020,
UDOQOT,-2986.842832,-0.17768,2.038,0.43088,0.05254,-0.29382,-0.24128,467.389243,1965-2020,
VULFEN,-1069.330663,-0.124888,6.6533,-0.20599,0.09924,-0.20099,-0.10175,310.958777,1965-2020,
REQCEV,-1896.605773,-0.113177,5.6815,-0.2122,0.10741,-0.19409,-0.08668,321.687269,1965-2020,
WOJFOT,-3330.103985,-0.17464,6.2213,-1.66261,0.12105,-0.18457,-0.06352,452.834407,1965-2020,
LIBQAP,-1895.254213,-0.151638,1.5543,-0.83591,0.10471,-0.30891,-0.2042,367.364403,1965-2020,
MIRQAF,-1474.706908,-0.09858,9.6974,-0.14094,0.09247,-0.18119,-0.08872,339.73531,1965-2020,
RINZOE,-3131.30607,-0.189447,0.0926,0.37292,0.0229,-0.18354,-0.16064,532.901696,1965-2020,
DUXNEP,-916.148881,-0.080788,4.0892,-0.68066,0.1373,-0.1797,-0.0424,216.149486,1965-2020,
QIRWOD,-1184.632175,-0.145236,6.2451,1.07419,0.09582,-0.21112,-0.1153,359.393333,1965-2020,
AXUXEW,-6908.32617,-0.15146,6.1054,0.48656,0.04647,-0.12208,-0.07561,406.673236,1965-2020,
MINSAD,-6050.251429,-0.628686,5.734,-0.20789,0.06167,-0.19972,-0.13805,1348.152509,1965-2020,
ALCPMO,-1005.194539,-0.067847,7.7797,-0.33296,0.1002,-0.17306,-0.07286,229.697288,1965-2020,
LAGCAY,-2849.530137,-0.214169,0.6556,1.31733,0.07875,-0.18701,-0.10826,535.093362,1965-2020,
SIYREZ,-1249.046721,-0.060306,6.9736,-0.83972,0.12895,-0.20976,-0.08081,200.176827,1965-2020,
HEZTUB,-2187.956818,-0.067715,7.1722,-2.66066,0.06257,-0.20038,-0.13781,265.397398,1965-2020,
WUPDEQ,-1592.683904,-0.103986,8.4906,-0.91438,0.12047,-0.23127,-0.1108,278.686222,1965-2020,
TAJXEI,-3758.242281,-0.413178,2.9422,1.46198,0.05202,-0.27902,-0.227,979.805596,1965-2020,
VEQBOI,-2892.778935,-0.150645,5.7094,0.07808,0.08764,-0.16285,-0.07521,443.78543,1965-2020,
VIKYOE,-3096.303866,-0.100406,6.1512,0.23327,0.05688,-0.29356,-0.23668,299.149884,1965-2020,
GAWKIA,-3448.376326,-0.204673,7.4117,0.56251,0.08986,-0.17701,-0.08715,569.743191,1965-2020,
EKEPIU,-3212.023691,-0.085443,9.6617,-0.34759,0.01788,-0.02515,-0.00727,293.236866,1965-2020,
IFODOY,-2877.013358,-0.216592,5.5456,1.05802,0.07765,-0.19508,-0.11743,561.439153,1965-2020,
QIRWUJ,-1145.104795,-0.148126,9.3344,0.93788,0.10771,-0.1973,-0.08959,354.914077,1965-2020,
WUJPUN,-2978.020856,-0.162646,1.5949,-2.74865,0.15315,-0.22043,-0.06728,374.668971,1965-2020,
PAWQIN,-1816.363217,-0.099515,8.057,-0.41602,0.09183,-0.08063,0.0112,299.170128,1965-2020,
HOQGOK,-1450.022022,-0.139468,4.093,-0.79504,0.09248,-0.32415,-0.23167,356.608977,1965-2020,
MIPZAN,-3158.026764,-0.214751,1.1075,-1.15353,0.12904,-0.19716,-0.06812,518.074017,1965-2020,
LUKBAU,-2645.767591,-0.280592,1.9523,0.32648,0.0954,-0.1849,-0.0895,695.458544,1965-2020,
NAXNAE,-5565.626752,-0.533573,0.8116,-2.35777,0.10035,-0.14684,-0.04649,1254.99453,1965-2020,
EBUFIQ,-2508.655308,-0.076494,6.0726,-3.04974,0.17159,-0.21904,-0.04745,255.152565,1965-2020,
ZIRKOA,-1694.552173,-0.078049,7.22,0.40668,0.05973,-0.15771,-0.09798,242.136377,1965-2020,
YINGIL,-4130.802528,-0.200457,12.5128,-0.13071,0.0277,-0.13481,-0.10711,545.400191,1965-2020,
NEMGAO,-5140.078921,-0.245824,3.7806,-1.80521,0.10045,-0.14936,-0.04891,706.801889,1965-2020,
SIKRAH,-1504.206057,-0.137365,7.8014,-0.92154,0.10846,-0.19257,-0.08411,337.511414,1965-2020,
OSODUW,-2476.19537,-0.217242,6.4651,0.54775,0.06703,-0.15286,-0.08583,487.113088,1965-2020,
FPZBWB,-3917.38492,-0.33614,5.7036,0.0116,0.04402,-0.27369,-0.22967,755.828304,1965-2020,
QEQFAT,-2755.817608,-0.251065,5.0903,-0.90351,0.10771,-0.15511,-0.0474,595.673617,1965-2020,
SINZEV,-2741.173717,-0.207358,5.7272,-0.14871,0.13772,-0.1811,-0.04338,514.112059,1965-2020,
QOFRAG,-1232.517127,-0.102579,7.6501,-0.50213,0.09936,-0.29694,-0.19758,297.919782,1965-2020,
UMOWEY,-3559.587869,-0.081777,11.1612,-0.92118,0.06971,-0.17145,-0.10174,266.161854,1965-2020,
ROXXAF,-6186.672554,-0.573185,0.1563,-1.21196,0.09258,-0.15033,-0.05775,1531.028599,1965-2020,
YUNHOE,-4095.969289,-0.368681,1.7947,-1.49057,0.09345,-0.13152,-0.03807,824.932757,1965-2020,
BENPAL,-882.309417,-0.040416,4.5794,-0.14556,0.04659,-0.21523,-0.16864,158.820021,1965-2020,
VOMRIA,-1518.522912,-0.089708,11.9644,-0.30124,0.11788,-0.16099,-0.04311,264.218851,1965-2020,
TUFVEV,-2837.354591,-0.299934,2.5038,0.15491,0.113,-0.18265,-0.06965,721.690038,1965-2020,
XITJAN,-1385.600137,-0.079307,3.8346,-0.63553,0.1283,-0.18422,-0.05592,255.146995,1965-2020,
YOSXAF,-2297.190879,-0.2335,3.9269,-0.7095,0.1238,-0.19199,-0.06819,582.48535,1965-2020,
CIQZIO,-1750.488757,-0.16191,12.5093,-1.56767,0.14044,-0.23539,-0.09495,418.766413,1965-2020,
OCIXOP,-5077.745965,-0.408551,3.25,-1.5933,0.08705,-0.24246,-0.15541,924.941474,1965-2020,
LUGVEP,-2149.480919,-0.244596,7.2469,1.17836,0.08535,-0.27219,-0.18684,589.418115,1965-2020,
GIYVIV,-2390.21091,-0.175031,6.8163,-0.53756,0.13082,-0.18699,-0.05617,511.368501,1965-2020,
WUJPIB,-2770.482395,-0.175363,0.7452,-2.39481,0.15493,-0.22552,-0.07059,393.285948,1965-2020,
SUVVOU,-2843.344512,-0.112374,8.6903,-2.77005,0.17643,-0.16629,0.01014,287.517659,1965-2020,
WAPKIJ,-3564.52368,-0.174717,3.4402,0.21492,0.05005,-0.16309,-0.11304,459.101454,1965-2020,
TITBII,-3827.42522,-0.281043,9.2701,-1.04669,0.06555,-0.19251,-0.12696,649.825059,1965-2020,
VURFIX,-2961.883594,-0.108314,3.9341,-0.05268,0.09354,-0.16864,-0.0751,361.889297,1965-2020,
JOKZOY,-3058.831619,-0.31527,7.7979,-0.46257,0.03857,-0.16173,-0.12316,722.513523,1965-2020,
ZUXYOG,-911.402493,-0.061017,3.3898,-0.25061,0.1328,-0.19297,-0.06017,223.367807,1965-2020,
WOVHOE,-2908.219091,-0.076376,6.4659,-2.6113,0.09682,-0.20369,-0.10687,269.89174,1965-2020,
TOPNIV,-1176.473492,-0.076286,1.3245,-0.21307,0.149,-0.20794,-0.05894,229.897524,1965-2020,
ODAKUZ,-3152.408733,-0.104194,4.0262,-2.87102,0.12815,-0.22062,-0.09247,332.694489,1965-2020,
NUHPIR,-2773.398914,-0.272756,4.1198,-0.79205,0.04997,-0.08798,-0.03801,633.961733,1965-2020,
SILVIU,-3709.834769,-0.317972,1.1213,-1.55277,0.09366,-0.13375,-0.04009,745.003597,1965-2020,
LATMEY,-2092.308276,-0.098033,4.5915,-0.54727,0.10383,-0.18222,-0.07839,313.256498,1965-2020,
DEWZUC,-1166.551548,-0.062146,7.2233,0.44014,0.09919,-0.18673,-0.08754,233.930926,1965-2020,
HEDBAU,-1945.841016,-0.200332,5.0844,-0.01118,0.10809,-0.16092,-0.05283,495.879008,1965-2020,
CIRBEN,-1759.087844,-0.163782,9.8377,-1.52201,0.14313,-0.20836,-0.06523,387.355339,1965-2020,
KILMUM,-1003.887173,-0.067282,5.7101,-0.2636,0.13894,-0.19871,-0.05977,227.737814,1965-2020,
WUJPEX,-2770.483414,-0.175187,0.8217,-2.43951,0.15619,-0.22504,-0.06885,393.421667,1965-2020,
BODRIV,-3082.444461,-0.21322,4.7376,-1.61772,0.12759,-0.09648,0.03111,538.220384,1965-2020,
KUSFEJ,-3569.003822,-0.283596,4.5652,-2.29832,0.00321,-0.19951,-0.1963,679.13734,1965-2020,
DAKVOA,-3337.256273,-0.235821,7.1994,-0.92169,0.07357,-0.15299,-0.07942,585.756978,1965-2020,
XOYPOQ,-2676.045599,-0.221595,1.1198,-0.52318,0.10951,-0.16689,-0.05738,574.509362,1965-2020,
FOMMEC,-3024.446419,-0.202687,5.2163,0.65264,0.10442,-0.19012,-0.0857,506.343536,1965-2020,
IPAMES,-1844.041938,-0.185047,6.0581,1.32335,0.13707,-0.1914,-0.05433,465.046586,1965-2020,
MEYTAL,-4760.262715,-0.257545,4.5555,-1.33672,0.10412,-0.15513,-0.05101,626.736717,1965-2020,
BOKFOZ,-1172.676529,-0.117871,15.0177,-0.83403,0.07843,-0.20112,-0.12269,325.162029,1965-2020,
SAYHOR,-3920.214793,-0.10518,6.7652,-0.89996,0.07092,-0.17837,-0.10745,313.304382,1965-2020,
SINZIZ,-2585.38632,-0.181334,4.975,-0.18716,0.15045,-0.1808,-0.03035,456.268797,1965-2020,
OKAFAI,-4102.610092,-0.457883,10.2678,0.36235,0.06138,-0.17842,-0.11704,1015.44401,1965-2020,
VEQFUT,-5831.047423,-0.569716,5.9819,-0.12728,0.1067,-0.18224,-0.07554,1347.157655,1965-2020,
UDOCUM,-2464.920593,-0.182536,0.7342,-1.88361,0.15096,-0.18988,-0.03892,480.836731,1965-2020,
AVEXIK,-2387.409266,-0.314014,3.8223,1.4963,0.10713,-0.20248,-0.09535,711.949046,1965-2020,
SIXCOU,-1187.444953,-0.061772,6.8942,1.39444,0.09722,-0.19243,-0.09521,246.490815,1965-2020,
ROFQAE,-568.754344,-0.040838,3.3147,-0.79674,0.13043,-0.36699,-0.23656,137.558179,1965-2020,
MERXIQ,-1493.331308,-0.151659,12.7782,-1.67427,0.12744,-0.21195,-0.08451,361.849066,1965-2020,
QOFREK,-1232.517046,-0.10258,7.6496,-0.50105,0.09948,-0.29703,-0.19755,297.919025,1965-2020,
FAPMEO,-2291.041456,-0.165485,6.354,-1.82286,0.08609,-0.20629,-0.1202,422.153184,1965-2020,
DTBZMO,-4331.589638,-0.144559,0.0341,-1.17966,0.06772,-0.17351,-0.10579,494.41148,1965-2020,
FOFDUZ,-4763.327575,-0.147913,3.6724,-0.69279,0.06472,-0.08439,-0.01967,442.917089,1965-2020,
MOFCIT,-4337.739561,-0.289223,11.8142,-2.51446,0.0919,-0.17399,-0.08209,670.174887,1965-2020,
GEPSEZ,-1999.006241,-0.153933,0.9075,-2.47502,0.14969,-0.22131,-0.07162,401.488909,1965-2020,
WUJPOH,-2769.378749,-0.172554,1.1345,-1.77721,0.14895,-0.22035,-0.0714,405.947205,1965-2020,
PITXAT,-12113.456816,-0.547332,0.0033,-0.9956,0.0184,-0.14714,-0.12874,1277.33146,1965-2020,
SOHZIZ,-1852.181325,-0.162466,4.7567,-0.79809,0.12597,-0.18836,-0.06239,471.8618,1965-2020,
JAFPOV,-1052.516883,-0.117034,7.3223,0.04615,0.07513,-0.07549,-0.00036,321.18059,1965-2020,
SAMZEN,-4562.177829,-0.462259,6.6621,0.70929,0.05133,-0.18094,-0.12961,1023.821286,1965-2020,
CUGSUS,-3290.548229,-0.104742,5.3016,-0.70086,0.01579,-0.15491,-0.13912,299.09598,1965-2020,
LOLVOX,-3079.334329,-0.234914,5.8062,-0.50559,0.10184,-0.30196,-0.20012,595.113637,1965-2020,
YOXXEO,-988.070065,-0.070048,2.1397,-0.21344,0.1483,-0.20361,-0.05531,213.649661,1965-2020,
UDODAT,-2466.021077,-0.184854,0.2455,-2.60933,0.16055,-0.19373,-0.03318,468.286004,1965-2020,
BEVYOQ,-1410.015494,-0.08374,0.9601,-1.53808,0.163,-0.33866,-0.17566,238.465416,1965-2020,
POPYEY,-2377.300706,-0.23563,3.7882,0.8953,0.10207,-0.17312,-0.07105,601.631637,1965-2020,
JUBYEM,-1830.419092,-0.127591,9.6762,-0.79025,0.06079,-0.16344,-0.10265,357.258143,1965-2020,
FOKYUA,-643.661507,-0.043389,5.248,-0.20122,0.15237,-0.18822,-0.03585,154.357385,1965-2020,
QITSUH,-1116.812992,-0.121214,11.5526,-1.04919,0.12921,-0.24871,-0.1195,317.806693,1965-2020,
DUGSIH,-1334.432942,-0.037572,3.439,-0.46764,0.06286,-0.23972,-0.17686,142.367094,1965-2020,
MEKLOG,-2292.099339,-0.05823,1.1944,0.39626,0.04804,-0.22816,-0.18012,227.58436,1965-2020,
SINZAR,-2510.233059,-0.177784,6.1549,-0.17273,0.14659,-0.17979,-0.0332,451.468635,1965-2020,
QITSER,-920.306172,-0.089268,9.2306,-1.09981,0.13078,-0.26576,-0.13498,259.641419,1965-2020,
PUNDOR,-4380.448457,-0.419089,11.3333,-2.04836,0.07049,-0.19227,-0.12178,927.710358,1965-2020,
PIFTIJ,-2745.395486,-0.200135,5.7771,0.43412,0.06284,-0.12149,-0.05865,504.906778,1965-2020,
JODWOO,-2513.898959,-0.126924,3.0506,-0.62777,0.04607,-0.1429,-0.09683,322.381807,1965-2020,
LEGVIC,-1030.081232,-0.121944,5.2789,-0.79098,0.12717,-0.20136,-0.07419,288.195947,1965-2020,
XATVAP,-4307.595672,-0.352239,3.2968,-0.91791,0.05815,-0.14395,-0.0858,846.344234,1965-2020,
GAWKOG,-2901.328561,-0.165969,3.2098,0.44827,0.12038,-0.17389,-0.05351,466.852865,1965-2020,
QAPWAF,-1101.104754,-0.078155,4.6634,-0.2464,0.12885,-0.19418,-0.06533,241.375933,1965-2020,
HOBLOZ,-1027.36223,-0.073414,2.2334,-0.21492,0.1482,-0.20337,-0.05517,225.369387,1965-2020,
UFOPUA,-996.420965,-0.12222,12.5236,-1.04556,0.10397,-0.21192,-0.10795,304.343154,1965-2020,
JEJROF,-3786.233074,-0.324399,1.2185,-1.61819,0.08416,-0.12479,-0.04063,750.359528,1965-2020,
KITZET,-4886.566041,-0.241079,1.265,-1.03826,0.06933,-0.12323,-0.0539,653.329047,1965-2020,
WOJFIN,-2352.855273,-0.175932,7.7577,-1.24362,0.13255,-0.1738,-0.04125,467.539557,1965-2020,
QOYZAF,-2008.411873,-0.193096,8.0084,-1.13663,0.11785,-0.20061,-0.08276,483.462033,1965-2020,
JEMBAH,-4199.450609,-0.248433,8.4778,-1.68891,0.11825,-0.06254,0.05571,535.357484,1965-2020,
POPWIA,-3867.733873,-0.137935,4.5246,-0.91895,0.07543,-0.18366,-0.10823,407.252224,1965-2020,
COTHID,-2919.491212,-0.185118,0.7946,-0.90533,0.09556,-0.15138,-0.05582,481.175892,1965-2020,
WAQMOS,-4013.181803,-0.398721,8.26,-1.30415,0.07062,-0.19968,-0.12906,862.89625,1965-2020,
OWEQAJ,-2011.27489,-0.152458,5.8255,-1.35436,0.14632,-0.33219,-0.18587,397.615552,1965-2020,
NOPXUM,-1999.57025,-0.098959,6.0348,-0.42502,0.08494,-0.18656,-0.10162,300.624833,1965-2020,
LAKNUI,-1944.256353,-0.096924,5.0303,-0.43217,0.08935,-0.19156,-0.10221,291.731737,1965-2020,
HAZYOW,-3207.136048,-0.204962,4.4349,0.08967,0.09501,-0.17051,-0.0755,537.018881,1965-2020,
ESARIA,-4727.852647,-0.481606,10.011,-1.60553,0.06803,-0.1857,-0.11767,1033.647932,1965-2020,
KARKET,-4052.646962,-0.22389,6.3779,-0.40554,0.08613,-0.15666,-0.07053,582.257046,1965-2020,
UFINIH,-4744.176313,-0.244476,6.1324,-1.50549,0.1104,-0.20052,-0.09012,626.09794,1965-2020,
MOFCEP,-4707.040189,-0.31835,11.0135,-2.48675,0.08825,-0.17833,-0.09008,720.150601,1965-2020,
NARWAE,-3285.453767,-0.111389,1.263,-0.35992,0.11149,-0.32597,-0.21448,360.456348,1965-2020,
IXOWIC,-2510.001025,-0.241163,4.5253,-1.05755,0.09667,-0.15138,-0.05471,589.757382,1965-2020,
XEQQIU,-3442.175491,-0.180451,0.9195,-2.84667,0.15891,-0.18837,-0.02946,465.04614,1965-2020,
JODWUU,-2356.709025,-0.099645,4.5536,-0.60037,0.04291,-0.13112,-0.08821,279.95781,1965-2020,
YAFMUQ,-1346.804578,-0.110681,9.8861,-0.75007,0.08658,-0.27906,-0.19248,322.544545,1965-2020,
RAHJEP,-1250.440622,-0.09458,6.986,-0.78322,0.10141,-0.19966,-0.09825,260.956219,1965-2020,
WAVJIN,-2688.046805,-0.142024,6.6988,-2.566,0.14139,-0.19218,-0.05079,392.055987,1965-2020,
IJUZAO,-3493.520319,-0.093976,10.9535,-1.05417,0.09893,-0.26298,-0.16405,278.883354,1965-2020,
LIBRAQ,-2237.134356,-0.169438,7.6437,-0.73347,0.12964,-0.2901,-0.16046,391.847403,1965-2020,
PHSFMO,-3735.626747,-0.233641,2.024,-1.94376,0.10385,-0.16665,-0.0628,631.92649,1965-2020,
TUTWOU,-1209.398603,-0.095765,5.1048,-0.48083,0.14134,-0.1773,-0.03596,262.180178,1965-2020,
VERPEO,-6161.243133,-0.572028,6.7315,0.24667,0.02764,-0.16214,-0.1345,1349.941216,1965-2020,
SAYHUX,-1896.517836,-0.101097,6.7569,-0.85092,0.07005,-0.18296,-0.11291,306.108885,1965-2020,
ILUMUY,-2438.841746,-0.192472,6.1974,-0.44729,0.1275,-0.1874,-0.0599,485.438327,1965-2020,
EZIQEJ,-12499.237266,-0.60247,8.9702,0.79937,0.11875,-0.19247,-0.07372,1400.617198,1965-2020,
WATKOR,-2433.16533,-0.262293,3.4221,0.70098,0.09583,-0.18191,-0.08608,650.629874,1965-2020,
SIDJOE,-1335.933306,-0.158304,4.2274,-0.397,0.09573,-0.21091,-0.11518,387.441327,1965-2020,
BIFMEJ,-1240.896616,-0.14485,2.8027,-1.53958,0.10068,-0.09944,0.00124,384.927539,1965-2020,
WUJPAT,-3746.635193,-0.17117,1.2849,-2.66826,0.15112,-0.21829,-0.06717,390.012603,1965-2020,
BAPMIQ,-3153.654274,-0.33931,1.9548,-0.00732,0.08243,-0.17625,-0.09382,808.554474,1965-2020,
QOFQIN,-1912.156586,-0.123181,8.4977,-0.31336,0.09757,-0.17459,-0.07702,348.948965,1965-2020,
BUBJIT,-1855.274488,-0.108947,6.1725,-1.46699,0.13224,-0.2127,-0.08046,321.432889,1965-2020,
AXUXIA,-5286.611926,-0.229248,4.296,-1.24352,0.11813,-0.18896,-0.07083,591.980413,1965-2020,
MOFCOZ,-3360.489186,-0.292102,12.387,-1.4569,0.09109,-0.17448,-0.08339,685.64266,1965-2020,
AJUKUM,-5128.495399,-0.248981,7.7802,-1.48559,0.10991,-0.19905,-0.08914,633.737569,1965-2020,
OWEPOW,-1796.759034,-0.144847,4.3515,-1.44198,0.1287,-0.32037,-0.19167,388.648871,1965-2020,
NEVSOW,-4208.567486,-0.421329,2.5021,0.42661,0.10736,-0.17814,-0.07078,974.034136,1965-2020,
XUKGIT,-1097.329423,-0.079746,9.0008,-0.00518,0.06257,-0.16239,-0.09982,254.947726,1965-2020,
OCIXEF,-4733.56198,-0.37102,1.8145,-1.56289,0.09513,-0.23988,-0.14475,848.758513,1965-2020,
DOTMEF,-2211.382478,-0.181509,2.6239,0.93395,0.09769,-0.21049,-0.1128,468.193849,1965-2020,
MEMCRP,-2575.912638,-0.111735,5.7257,-1.14352,0.09429,-0.18154,-0.08725,338.256765,1965-2020,
KAYCOC,-7470.169934,-0.093853,5.3198,-0.9276,0.11949,-0.19149,-0.072,276.20735,1965-2020,
UDITUW,-2636.960457,-0.221878,4.8248,-1.30078,0.09954,-0.16952,-0.06998,558.004955,1965-2020,
HECZOF,-1946.943439,-0.201397,4.4668,-0.54891,0.11323,-0.16532,-0.05209,498.948455,1965-2020,
QOFROU,-1232.517124,-0.102569,7.6527,-0.50136,0.0994,-0.29697,-0.19757,297.919558,1965-2020,
MAZBIY,-4532.795573,-0.43802,12.1717,-2.04614,0.07032,-0.19123,-0.12091,967.137813,1965-2020,
XUKRIF,-3404.846163,-0.339558,2.3205,-2.53034,0.16466,-0.22496,-0.0603,740.028505,1965-2020,
LERHIA,-2597.615166,-0.169258,5.4367,-0.8066,0.11205,-0.17525,-0.0632,451.765451,1965-2020,
QOYYUY,-1890.048235,-0.172972,14.8532,-1.21953,0.10403,-0.07561,0.02842,452.66117,1965-2020,
SUJRAQ,-1531.388406,-0.07564,6.3861,-1.86882,0.15781,-0.21947,-0.06166,270.811056,1965-2020,
POJYAR,-2206.792648,-0.115387,4.922,-0.68623,0.06936,-0.29113,-0.22177,329.872006,1965-2020,
CIVQII,-1025.528221,-0.079796,9.4693,-0.12686,0.06993,-0.18545,-0.11552,253.152133,1965-2020,
SUJBUU,-2527.314117,-0.199573,4.7743,-0.87395,0.07742,-0.14585,-0.06843,514.859456,1965-2020,
HIDGUX,-3389.012961,-0.088834,0.0001,0.53558,0.04828,-0.14469,-0.09641,289.071509,1965-2020,
REXMEN,-2539.198972,-0.163784,7.4188,-0.8659,0.05322,-0.21017,-0.15695,445.226597,1965-2020,
ICUCOY,-2426.288553,-0.125431,6.7517,-0.9077,0.11236,-0.16197,-0.04961,347.451992,1965-2020,
VEQBIC,-2814.172447,-0.141562,4.005,0.03523,0.08649,-0.16432,-0.07783,420.80927,1965-2020,
QOFQOT,-1248.526557,-0.100198,6.9628,-0.5103,0.10004,-0.30003,-0.19999,295.605612,1965-2020,
JEPYEI,-1503.696732,-0.127034,7.8441,-0.02781,0.12432,-0.1772,-0.05288,358.732421,1965-2020,
GAFBIY,-1705.220981,-0.116168,9.5058,-0.74374,0.06355,-0.16882,-0.10527,337.434631,1965-2020,
QOFQUZ,-1232.516995,-0.102575,7.6381,-0.50076,0.09939,-0.29694,-0.19755,297.919112,1965-2020,
QAPVUY,-1101.098624,-0.080991,5.3819,-0.17337,0.12366,-0.19386,-0.0702,241.364935,1965-2020,
POJXEU,-1835.579866,-0.185726,6.811,-0.92211,0.08635,-0.27816,-0.19181,468.71401,1965-2020,
IJINUL,-1692.631099,-0.185475,2.618,-0.66471,0.11518,-0.26407,-0.14889,439.619757,1965-2020,
POYFIS,-2094.09774,-0.136372,3.9783,-0.77764,0.09747,-0.16637,-0.0689,362.837986,1965-2020,
MAXNUV,-2598.725181,-0.170921,5.1371,-1.39033,0.1229,-0.18244,-0.05954,455.29929,1965-2020,
LICDIK,-1015.871169,-0.10435,10.316,-0.00343,0.09964,-0.18938,-0.08974,294.239085,1965-2020,
TIYDIP,-2764.06835,-0.140782,1.6298,0.80525,0.05652,-0.1556,-0.09908,393.182326,1965-2020,
PAWQOT,-2407.790693,-0.141318,0.1357,-0.00351,0.13987,-0.13706,0.00281,392.153113,1965-2020,
TESJUY,-2085.793681,-0.080171,4.4857,0.84823,0.0369,-0.23015,-0.19325,229.555586,1965-2020,
DIHBUS,-4423.841841,-0.297391,4.0107,-0.59608,0.04056,-0.1598,-0.11924,773.877445,1965-2020,
QURGEP,-3777.091477,-0.100483,0.0004,0.75843,0.05514,-0.07366,-0.01852,317.271349,1965-2020,
XIVXAD,-7521.1098,-0.11339,8.2253,0.61358,0.05906,-0.28942,-0.23036,334.672007,1965-2020,
JATJOD,-2374.762562,-0.083713,4.1099,0.70424,0.0494,-0.16274,-0.11334,281.022319,1965-2020,
CEDTOV,-3496.701672,-0.200241,10.0804,-0.01014,0.12328,-0.18094,-0.05766,538.571125,1965-2020,
EBUSOK,-1868.629652,-0.145533,2.9879,0.53156,0.07325,-0.17837,-0.10512,450.179608,1965-2020,
DIVCAO,-2579.991181,-0.066273,9.7554,0.70793,0.03926,-0.16707,-0.12781,251.1599,1965-2020,
OMASOK,-3490.934868,-0.30069,4.8023,-1.56066,0.06767,-0.27918,-0.21151,754.854637,1965-2020,
XOGCAY,-7901.606374,-0.224915,6.559,-0.16403,0.05289,-0.15916,-0.10627,639.719271,1965-2020,
NETMAB,-3996.687491,-0.347897,0.4355,-0.79952,0.14677,-0.29281,-0.14604,748.306036,1965-2020,
LENKOG,-3911.714715,-0.385327,7.7264,-1.26525,0.07019,-0.2012,-0.13101,878.494433,1965-2020,
NIGLEW,-2179.000973,-0.179454,4.4831,1.10937,0.07863,-0.18181,-0.10318,557.128079,1965-2020,
ZEWFUF,-3653.333955,-0.20127,4.3247,0.36362,0.06496,-0.18035,-0.11539,532.478968,1965-2020,
KEWSUB,-3408.844892,-0.178823,5.436,-0.63645,0.10697,-0.15552,-0.04855,517.269539,1965-2020,
JATDOX,-2603.647905,-0.09477,2.2751,0.69922,0.04593,-0.15273,-0.1068,314.273738,1965-2020,
MORTMN,-4514.905508,-0.102703,0.1785,-0.05614,0.05145,-0.16904,-0.11759,338.520601,1965-2020,
EBENOP,-2484.140468,-0.045231,4.7693,-0.38779,0.12918,-0.2318,-0.10262,152.875091,1965-2020,
SAYCAZ,-6747.77459,-0.358843,13.4726,-1.15536,0.05604,-0.1785,-0.12246,926.513429,1965-2020,
MIYROC,-3874.592158,-0.279684,1.8726,-0.32718,0.08572,-0.17289,-0.08717,735.934289,1965-2020,
OTAPEG,-7179.674095,-0.224725,3.7159,-1.11732,0.06067,-0.28549,-0.22482,665.898025,1965-2020,
HIBXIA,-7919.982997,-0.241358,2.2818,-1.39811,0.12523,-0.17891,-0.05368,686.960141,1965-2020,
UHABUB,-3195.999669,-0.289612,4.408,0.2209,0.0665,-0.26913,-0.20263,692.270137,1965-2020,
IFUKEA,-2447.476587,-0.055836,7.6982,0.77609,0.04157,-0.16922,-0.12765,209.946807,1965-2020,
BEPRET,-3067.552013,-0.103789,2.906,0.71962,0.04836,-0.17055,-0.12219,372.239036,1965-2020,
