rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,formula,reduced_formula,n_elements,avg_electronegativity,avg_atomic_mass,mb_gap_median,mb_gap_min,mb_gap_max,mb_gap_count,mb_is_metal,mb_e_form_median,mb_e_form_min,mb_e_form_count
R120025,Graphite,532,Processed,Graphite__R120025__Broad_Scan__532__0__unoriented__Raman_Data_Processed__5da8624e3a77443b204b37356cf1.txt,False,Mixed/Other,C,C,1.0,2.55,12.0107,0.14414999999999983,0.0,4.5686,20.0,False,0.3485919383928571,0.0,53.0
R050365,Gratonite,532,Processed,Gratonite__R050365__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0eff8e476ed24b0ee1109e408183.txt,True,Sulfide,Pb9As4S15,As4(Pb3S5)3,3.0,2.3633333333333333,104.72886666666666,1.5165999999999995,1.4600999999999995,1.5730999999999995,2.0,False,-0.7029489561049111,-0.7447626400334825,2.0
R060956,Gratonite,532,Processed,Gratonite__R060956__Raman__532______Raman_Data_Processed__383d9261afb21cd51ab3144c3940.txt,False,Sulfide,Pb9As4S15,As4(Pb3S5)3,3.0,2.3633333333333333,104.72886666666666,1.5165999999999995,1.4600999999999995,1.5730999999999995,2.0,False,-0.7029489561049111,-0.7447626400334825,2.0
R130676,Gravegliaite,532,Processed,Gravegliaite__R130676__Raman__532______Raman_Data_Processed__dedfe82f33eb95ba211ddd22d9a5.txt,False,Oxide,Mn(SO3)3H2O,MnH2S3O10,4.0,2.4425,26.00259625,,,,,,,,
R210022,Gravegliaite,532,Processed,Gravegliaite__R210022__Raman__532______Raman_Data_Processed__ef86085dc868543392955f786c6e.txt,False,Oxide,Mn(SO3)3H2O,MnH2S3O10,4.0,2.4425,26.00259625,,,,,,,,
R250059,Greenlizardite,785,Processed,Greenlizardite__R250059__Raman__785______Raman_Data_Processed__02b98b3799e4c743f899a1927c31.txt,True,Sulfate,(NH4)Na(UO2)2(SO4)2(OH)24H2O,NaU2H30S2NO37,6.0,2.2616666666666667,54.01628654666666,,,,,,,,
R060091,Greenockite,532,Processed,Greenockite__R060091__Broad_Scan__532__0__unoriented__Raman_Data_Processed__98462e3765d2749dc48e651982ab.txt,False,Sulfide,CdS,CdS,2.0,2.135,72.238,0.6649,0.2713000000000001,1.1162,4.0,False,-0.8390119445312498,-0.9723884295312496,5.0
R060110,Greenockite,532,Processed,Greenockite__R060110__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4cef8bac779413484638371cc9f5.txt,False,Sulfide,CdS,CdS,2.0,2.135,72.238,0.6649,0.2713000000000001,1.1162,4.0,False,-0.8390119445312498,-0.9723884295312496,5.0
R070017,Greenockite,780,Processed,Greenockite__R070017__Broad_Scan__780__0__unoriented__Raman_Data_Processed__80517ad86619c404ba235d611c4c.txt,False,Sulfide,CdS,CdS,2.0,2.135,72.238,0.6649,0.2713000000000001,1.1162,4.0,False,-0.8390119445312498,-0.9723884295312496,5.0
R090045,Greenockite,532,Processed,Greenockite__R090045__Raman__532______Raman_Data_Processed__83ca349df13e6887a387fa9eca8a.txt,True,Sulfide,CdS,CdS,2.0,2.135,72.238,0.6649,0.2713000000000001,1.1162,4.0,False,-0.8390119445312498,-0.9723884295312496,5.0
R060588,Greifensteinite,532,Processed,Greifensteinite__R060588__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ed0e0326ed2a80aca7d51d73ecb4.txt,False,Phosphate,Ca2Be4Fe5(PO4)6(OH)46H2O,Ca2Be4Fe5P6H48O71,6.0,2.0383333333333336,25.48604733333333,,,,,,,,
R070613,Greifensteinite,532,Processed,Greifensteinite__R070613__Broad_Scan__532__0__unoriented__Raman_Data_Processed__379039d6edcf556d4efafaf70880.txt,False,Phosphate,Ca2Be4Fe5(PO4)6(OH)46H2O,Ca2Be4Fe5P6H48O71,6.0,2.0383333333333336,25.48604733333333,,,,,,,,
R100221,Greifensteinite,532,Processed,Greifensteinite__R100221__Raman__532______Raman_Data_Processed__4936d2b17f086d9b7d3de21c0da1.txt,False,Phosphate,Ca2Be4Fe5(PO4)6(OH)46H2O,Ca2Be4Fe5P6H48O71,6.0,2.0383333333333336,25.48604733333333,,,,,,,,
R120103,Greigite,532,Processed,Greigite__R120103__Broad_Scan__532__0__unoriented__Raman_Data_Processed__09bee5eab12101069860e43fb441.txt,False,Sulfide,FeFe2S4,Fe3S4,2.0,2.205,43.955,0.0,0.0,0.0,2.0,True,-0.7080368723214292,-0.7550419108928575,5.0
R070436,Griceite,532,RAW,Griceite__R070436__Broad_Scan__532__0__unoriented__Raman_Data_Raw__3582732c861c99bf39215c713793.txt,False,Halide,LiF,LiF,2.0,2.48,12.969701599999999,8.09695,7.4778,8.7161,2.0,False,-3.1733153580950004,-3.180880198095,3.0
R141028,Grimselite,532,Processed,Grimselite__R141028__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a6431e4100ebee5d3a4967203429.txt,False,Carbonate,K3Na(UO2)(CO3)3H2O,K3NaUH2(CO4)3,6.0,1.8866666666666667,54.855836546666666,,,,,,,,
R050618,Griphite,532,Processed,Griphite__R050618__Raman__532______Raman_Data_Processed__1c556e5fcc24500dc7386cccfc1a.txt,False,Phosphate,"Ca(Mn,Na,Li)6FeAl2(PO4)6(F,OH)2","Ca(Mn,Na,Li)6FeAl2(PO4)6(F,OH)2",3.0,1.4800000000000002,40.968179533333334,,,,,,,,
R040065,Grossular,514,Processed,Grossular__R040065-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5c4487c4eb4999aa0a1ebcd29f5c.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R040066,Grossular,514,Processed,Grossular__R040066-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5d9898a02aa8d073db1a6a858b68.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R050036,Grossular,514,Processed,Grossular__R050036-3__Raman__514__0-000__depolarized__Raman_Data_Processed__74ea1dd7b73b5cc4c44891731aaa.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R050081,Grossular,514,Processed,Grossular__R050081-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d1b294a3ac122bba3a17cfaeb78e.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R050312,Grossular,514,Processed,Grossular__R050312-3__Raman__514__0-000__depolarized__Raman_Data_Processed__368382561f936463431f143e00bc.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060278,Grossular,514,Processed,Grossular__R060278-3__Raman__514__0-000__depolarized__Raman_Data_Processed__504a9ffcc3c1e8db0e4cf6710d15.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060382,Grossular,514,Processed,Grossular__R060382-3__Raman__514__0-000__depolarized__Raman_Data_Processed__132ef44d1150eaffaf4776601891.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060442,Grossular,514,Processed,Grossular__R060442-3__Raman__514__0-000__depolarized__Raman_Data_Processed__65c3d6d177fb27566c749cd8e2bd.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060443,Grossular,514,Processed,Grossular__R060443-3__Raman__514__0-000__depolarized__Raman_Data_Processed__13eda2f0018080641cb89133638b.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060444,Grossular,514,Processed,Grossular__R060444-3__Raman__514__0-000__depolarized__Raman_Data_Processed__575331f5597261b0107d2c7352c5.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060446,Grossular,532,Processed,Grossular__R060446__Broad_Scan__532__0__unoriented__Raman_Data_Processed__b1e226c11240e1b17421de617396.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060452,Grossular,514,Processed,Grossular__R060452-3__Raman__514__0-000__depolarized__Raman_Data_Processed__38ada22f4b1b4a5549dd3d6b9d0c.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060453,Grossular,514,Processed,Grossular__R060453-3__Raman__514__0-000__depolarized__Raman_Data_Processed__449667e1570ec535b15d1f98755a.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R060499,Grossular,514,Processed,Grossular__R060499-3__Raman__514__0-000__depolarized__Raman_Data_Processed__f31a7e75a217a51b530beb5ac301.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R070551,Grossular,514,Processed,Grossular__R070551-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1a788f666c9eee08b3de50588c40.txt,True,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R100146,Grossular,532,Processed,Grossular__R100146__Raman__532______Raman_Data_Processed__9d952269ccbaa39c8c4c369e2750.txt,False,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R100152,Grossular,532,Processed,Grossular__R100152__Raman__532______Raman_Data_Processed__d7e8830b022cc8594a9f25ee1ad5.txt,False,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R100160,Grossular,532,Processed,Grossular__R100160__Raman__532______Raman_Data_Processed__c7aabfc5d27f0cdefc8bfd9cf414.txt,False,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R100161,Grossular,532,Processed,Grossular__R100161__Raman__532______Raman_Data_Processed__f9e8dc4b3ac05aceb45153b5e1cd.txt,False,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R141207,Grossular,532,Processed,Grossular__R141207__Broad_Scan__532__0__unoriented__Raman_Data_Processed__9f2ac4c392d0db4ed66a20326021.txt,False,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
,Grossular,514,RAW,Grossular__X060020__Raman__514______Raman_Data_RAW__f29f3fddad7e64891e75c4e8a3d3.txt,False,Silicate,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,4.0,1.9874999999999998,27.786109649999997,4.992699999999999,4.992699999999999,4.992699999999999,1.0,False,-3.4589648698750004,-3.4589648698750004,1.0
R070583,Groutite,532,Processed,Groutite__R070583__Broad_Scan__532__0__unoriented__Raman_Data_Processed__50db9b753b5318c62fd81958ce44.txt,False,Oxide,MnO(OH),MnHO2,3.0,2.396666666666667,23.981795,0.5894500000000003,0.0,1.3787999999999998,8.0,False,-1.7525800750512501,-1.781110263645,8.0
R080004,Groutite,514,Processed,Groutite__R080004-3__Raman__514__0-000__depolarized__Raman_Data_Processed__6d64791a8e67ed4355b9c809ed98.txt,False,Oxide,MnO(OH),MnHO2,3.0,2.396666666666667,23.981795,0.5894500000000003,0.0,1.3787999999999998,8.0,False,-1.7525800750512501,-1.781110263645,8.0
R040150,Grunerite,514,Processed,Grunerite__R040150-3__Raman__514__0-000__depolarized__Raman_Data_Processed__6b0851a040adf37692641a1c3fc5.txt,True,Silicate,[box]Fe2Fe5Si8O22(OH)2,[box]Fe2Fe5Si8O22(OH)2,4.0,,,,,,,,,,
R060062,Grunerite,532,Processed,Grunerite__R060062__Raman__532______Raman_Data_Processed__21d17a8fe65c01035839ed9d7e44.txt,True,Silicate,[box]Fe2Fe5Si8O22(OH)2,[box]Fe2Fe5Si8O22(OH)2,13.0,,,,,,,,,,
R070186,Grunerite,532,Processed,Grunerite__R070186__Raman__532______Raman_Data_Processed__6dc06647c8ea6038ba327076482a.txt,False,Silicate,[box]Fe2Fe5Si8O22(OH)2,[box]Fe2Fe5Si8O22(OH)2,14.0,,,,,,,,,,
R070204,Grunerite,532,Processed,Grunerite__R070204__Raman__532______Raman_Data_Processed__32c8d98bc999fb754e37091f3582.txt,True,Silicate,[box]Fe2Fe5Si8O22(OH)2,[box]Fe2Fe5Si8O22(OH)2,14.0,,,,,,,,,,
R070267,Grunerite,532,Processed,Grunerite__R070267__Raman__532______Raman_Data_Processed__94c73c1f4772c33628aa179a0b7a.txt,False,Silicate,[box]Fe2Fe5Si8O22(OH)2,[box]Fe2Fe5Si8O22(OH)2,13.0,,,,,,,,,,
R060811,Guanacoite,532,Processed,Guanacoite__R060811__Raman__532______Raman_Data_Processed__9cde1b3f8c831f7fe6c7f77022c5.txt,False,Sulfate,Cu2Mg3(OH)4(AsO4)24H2O,Mg3Cu2As24H6O101,5.0,2.2060000000000004,35.955988000000005,,,,,,,,
R080140,Guanajuatite,532,Processed,Guanajuatite__R080140__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4190877c723cc7a6ad814a8a7d98.txt,False,Mixed/Other,Bi2Se3,Bi2Se3,2.0,2.285,143.9702,0.6402000000000001,0.5434000000000001,0.9558,3.0,False,-0.29959079615624973,-0.3843627871562489,4.0
R210013,Guangyuanite,532,Processed,Guangyuanite__R210013__Raman__532______Raman_Data_Processed__63989139cd5901228fc0dacf6aee.txt,True,Oxide,Pb3Cl3(SeO3)(OH),HPb3SeCl3O4,5.0,2.7359999999999998,67.724068,,,,,,,,
R060741,Gudmundite,785,Processed,Gudmundite__R060741__Broad_Scan__785__0__unoriented__Raman_Data_Processed__c3772793b4c95f688adf93c6b414.txt,False,Sulfide,FeSbS,FeSbS,3.0,2.1533333333333333,69.89,0.5463000000000005,0.5463000000000005,0.5463000000000005,1.0,False,-0.5844706896875008,-0.5844706896875008,1.0
R090007,Guilleminite,532,Processed,Guilleminite__R090007__Broad_Scan__532__0__unoriented__Raman_Data_Processed__bf124c2bfaf98521ff610b6aa9eb.txt,False,Oxide,Ba(UO2)3(SeO3)2O23H2O,BaU3H2(SeO18)2,5.0,2.092,94.26464999999999,,,,,,,,
R180022,Guite,532,RAW,Guite__R180022__Raman__532______Raman_Data_RAW__7f70a8841ccb5b8e80ca11c48d8f.txt,False,Oxide,CoCo2O4,Co3O4,2.0,2.66,37.466297499999996,0.0,0.0,0.0,1.0,True,-1.4172226642857138,-1.4172226642857138,1.0
R070571,Gunningite,532,Processed,Gunningite__R070571__Raman__532______Raman_Data_Processed__dfc5f2aa1d5be78e0e6ba0240c76.txt,True,Sulfate,Zn(SO4)H2O,ZnH2SO5,4.0,2.4675000000000002,28.620335,4.2653,4.2653,4.2653,1.0,False,-1.813354084728056,-1.813354084728056,1.0
R250065,Gunterite,532,Processed,Gunterite__R250065__Raman__532______Raman_Data_Processed__4912392d786c40865b8b9a9de703.txt,True,Oxide,Na4Ca[V10O28]20H2O,Na4CaV200H2O561,5.0,1.8399999999999999,26.203321856000002,,,,,,,,
R100202,Gustavite,532,Processed,Gustavite__R100202__Raman__532______Raman_Data_Processed__fe3599ac139c2b72caff29adad28.txt,False,Sulfide,AgPbBi3S6,AgBi3PbS6,4.0,2.215,139.02839999999998,0.6500000000000004,0.6500000000000004,0.6500000000000004,1.0,False,-0.6881572435795462,-0.6881572435795462,1.0
R100203,Gustavite,532,Processed,Gustavite__R100203__Raman__532______Raman_Data_Processed__fb6b3e4dd750940ac9dd9cbc4cfb.txt,False,Sulfide,AgPbBi3S6,AgBi3PbS6,4.0,2.215,139.02839999999998,0.6500000000000004,0.6500000000000004,0.6500000000000004,1.0,False,-0.6881572435795462,-0.6881572435795462,1.0
R110004,Gustavite,532,Processed,Gustavite__R110004__Raman__532______Raman_Data_Processed__588f6d745d75aa1cc24a5ca2226c.txt,False,Oxide,AgPbBi3S6,AgBi3PbS6,4.0,2.215,139.02839999999998,0.6500000000000004,0.6500000000000004,0.6500000000000004,1.0,False,-0.6881572435795462,-0.6881572435795462,1.0
R110011,Gustavite,532,Processed,Gustavite__R110011__Raman__532______Raman_Data_Processed__f924d27c7e4d9ac55314c43e3bea.txt,False,Sulfide,AgPbBi3S6,AgBi3PbS6,4.0,2.215,139.02839999999998,0.6500000000000004,0.6500000000000004,0.6500000000000004,1.0,False,-0.6881572435795462,-0.6881572435795462,1.0
R070444,Guyanaite,532,Processed,Guyanaite__R070444__Raman__532______Raman_Data_Processed__8c57482462198588e1d8550922ac.txt,True,Oxide,CrO(OH),CrHO2,3.0,2.433333333333333,23.001146666666667,2.6318,2.4303,2.9692,4.0,False,-2.0161252005925006,-2.021311107780001,4.0
R040029,Gypsum,514,Processed,Gypsum__R040029-3__Raman__514__0-000__depolarized__Raman_Data_Processed__211e37826c61a62fdd09fc668bf1.txt,True,Sulfate,Ca(SO4)2H2O,CaH2S2O9,4.0,2.3049999999999997,22.287585,,,,,,,,
R060509,Gypsum,514,Processed,Gypsum__R060509-3__Raman__514__0-000__depolarized__Raman_Data_Processed__eeea44c3514428ff5322e7dfd020.txt,True,Sulfate,Ca(SO4)2H2O,CaH2S2O9,4.0,2.3049999999999997,22.287585,,,,,,,,
R060163,Gyrolite,532,Processed,Gyrolite__R060163__Broad_Scan__532__0__unoriented__Raman_Data_Processed__46baa2f2cd73a5a6ef19eff59919.txt,True,Silicate,NaCa16(Si23Al)O60(OH)814H2O,NaCa16AlSi23H816O875,6.0,1.846666666666667,22.523691313333334,,,,,,,,
R250121,Gysinite-(Ce),,Processed,Gysinite-(Ce)__R250121__Raman__53______Raman_Data_Processed__1afa605821c0c2fddc073bad4789.txt,True,Carbonate,PbCe(CO3)2(OH)(H2O),CeH3Pb(CO4)2,5.0,2.3280000000000003,75.266808,,,,,,,,
R250046,Gysinite-(La),532,Processed,Gysinite-(La)__R250046__Raman__532______Raman_Data_Processed__2d0521f011de47a7e4bdc68ffa8a.txt,True,Carbonate,PbLa(CO3)2(OH)H2O,LaH3Pb(CO4)2,5.0,2.3240000000000003,75.02470199999999,,,,,,,,
R100062,Gysinite-(Nd),532,Processed,Gysinite-(Nd)__R100062__Raman__532______Raman_Data_Processed__20841a20354bda125357831e0f0b.txt,False,Carbonate,PbNd(CO3)2(OH)H2O,NdH3Pb(CO4)2,5.0,2.332,76.09200799999999,,,,,,,,
R060987,Hafnon,532,Processed,Hafnon__R060987__Raman__532______Raman_Data_Processed__76e76b688a872c87f254227eef85.txt,False,Silicate,Hf(SiO4),HfSiO4,3.0,2.2133333333333334,74.19163333333334,5.311100000000001,5.311100000000001,5.311100000000001,1.0,False,-3.67405907,-3.67405907,1.0
,Hafnon,514,RAW,Hafnon__X050100__Raman__514______Raman_Data_RAW__4a404bebf115398eb27454e03549.txt,False,Silicate,Hf(SiO4),HfSiO4,3.0,2.2133333333333334,74.19163333333334,5.311100000000001,5.311100000000001,5.311100000000001,1.0,False,-3.67405907,-3.67405907,1.0
R130128,Hagendorfite,532,Processed,Hagendorfite__R130128__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ea40cd2994e0e0b154cd3838c289.txt,False,Phosphate,Na2MnFeFe(PO4)3,Na2MnFe2(PO4)3,5.0,1.988,36.149195256,,,,,,,,
R160083,Hagendorfite,532,Processed,Hagendorfite__R160083__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6ae0b8c31d778940880f61b41a86.txt,False,Phosphate,Na2MnFeFe(PO4)3,Na2MnFe2(PO4)3,5.0,1.988,36.149195256,,,,,,,,
R250066,Hagstromite,532,Processed,Hagstromite__R250066__Raman__532______Raman_Data_Processed__c98687fe03e2c587671c2f5096ad.txt,True,Carbonate,Pb8Cu(TeO6)2(CO3)Cl4,CuTe2Pb8CCl4O15,6.0,2.58,76.96818333333333,,,,,,,,
R141183,Hainite-(Y),532,Processed,Hainite-(Y)__R141183__Broad_Scan__532__0__unoriented__Raman_Data_Processed__fab7af4dc2d90a4a12f9539990ea.txt,False,Silicate,Ca2(CaY)Na(NaCa)Ti(Si2O7)2(OF)F2,Na2Ca4YTiSi4(O5F)3,7.0,2.0014285714285713,37.56056035428571,,,,,,,,
R060732,Haiweeite,785,Processed,Haiweeite__R060732__Broad_Scan__785__0__unoriented__Raman_Data_Processed__cb4e93bc096299712362b6d6386a.txt,True,Silicate,Ca(UO2)2(Si5O12)(OH)26H2O,CaU2Si5H28O43,5.0,1.9840000000000004,64.63995,,,,,,,,
R061051,Haiweeite,532,Processed,Haiweeite__R061051__Raman__532______Raman_Data_Processed__a04ee997f2a4c84d6a3535098a2d.txt,False,Silicate,Ca(UO2)2(Si5O12)(OH)26H2O,CaU2Si5H28O43,5.0,1.9840000000000004,64.63995,,,,,,,,
R060808,Haleniusite-(La),532,Processed,Haleniusite-(La)__R060808__Raman__532______Raman_Data_Processed__c15e7371f38125d9ffb07904c4f3.txt,False,Oxide,LaOF,LaOF,3.0,2.84,57.967757733333336,4.574999999999999,4.2344,4.7503,3.0,False,-4.267109014146667,-4.27237837248,3.0
R070292,Halite,532,RAW,Halite__R070292__Broad_Scan__532__0__unoriented__Raman_Data_Raw__018b84c7420071bda90cfebd3533.txt,True,Halide,NaCl,NaCl,2.0,2.045,29.221384640000004,4.6944,4.3855,5.003299999999999,2.0,False,-2.0455178116300003,-2.10492632913,3.0
R070534,Halite,785,Processed,Halite__R070534__Broad_Scan__785__0__unoriented__Raman_Data_Processed__0d9e165fc17c37c6b486d3d3a8a7.txt,True,Halide,NaCl,NaCl,2.0,2.045,29.221384640000004,4.6944,4.3855,5.003299999999999,2.0,False,-2.0455178116300003,-2.10492632913,3.0
R070586,Halite,532,Processed,Halite__R070586__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3892911d59ef50962a8b63997b0f.txt,True,Halide,NaCl,NaCl,2.0,2.045,29.221384640000004,4.6944,4.3855,5.003299999999999,2.0,False,-2.0455178116300003,-2.10492632913,3.0
R060118,Halotrichite,532,Processed,Halotrichite__R060118__Broad_Scan__532__0__unoriented__Raman_Data_Processed__bc549dcdd7afaede286d3e3bb015.txt,True,Sulfate,FeAl2(SO4)422H2O,Al2FeH2S422O1689,5.0,2.332,26.379775719999998,,,,,,,,
R070673,Halotrichite,532,Processed,Halotrichite__R070673__Raman__532______Raman_Data_Processed__ca0f528deaec88445dcc9377607b.txt,False,Sulfate,FeAl2(SO4)422H2O,Al2FeH2S422O1689,5.0,2.332,26.379775719999998,,,,,,,,
R050603,Hambergite,532,Processed,Hambergite__R050603__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3688992bacc89b22d2c85011cec2.txt,True,Oxide,Be2(BO3)(OH),Be2BHO4,4.0,2.3125,9.207630499999999,5.8665,5.8665,5.8665,1.0,False,-2.751519001598333,-2.751519001598333,1.0
R050672,Hambergite,532,Processed,Hambergite__R050672__Raman__532______Raman_Data_Processed__2b197f6409f135f5fd4beb58c132.txt,True,Oxide,Be2(BO3)(OH),Be2BHO4,4.0,2.3125,9.207630499999999,5.8665,5.8665,5.8665,1.0,False,-2.751519001598333,-2.751519001598333,1.0
R110028,Hammarite,532,Processed,Hammarite__R110028__Raman__532______Raman_Data_Processed__b816d7561e43573fc41acec42785.txt,False,Sulfide,Cu2Pb2Bi4S9,Cu2Bi4Pb2S9,4.0,2.2075,127.94785,0.7154000000000007,0.7154000000000007,0.7154000000000007,1.0,False,-0.6997921545036773,-0.6997921545036773,1.0
R250149,Hancockite,532,Processed,Hancockite__R250149__Raman__532______Raman_Data_Processed__0ceef704eb1bf43b2ebee90fac50.txt,True,Silicate,CaPb(Al2Fe)[Si2O7][SiO4]O(OH),CaAl2FeSi3HPbO13,7.0,2.044285714285714,53.59962551428571,,,,,,,,
R050291,Hanksite,514,Processed,Hanksite__R050291__Raman__514______Raman_Data_Processed__59e2e014d17658488dcd213cba3b.txt,True,Sulfate,KNa22(SO4)9(CO3)2Cl,KNa22C2S9ClO42,6.0,2.2466666666666666,26.26936154666667,4.3544,4.3544,4.3544,1.0,False,-2.29073174880289,-2.29073174880289,1.0
R060572,Hannebachite,532,Processed,Hannebachite__R060572__Raman__532______Raman_Data_Processed__5325d91d0c07dbb652fbafa917da.txt,False,Oxide,Ca(SO3)05H2O,CaH2S5O16,4.0,2.3049999999999997,22.287585,,,,,,,,
R040026,Hardystonite,514,Processed,Hardystonite__R040026-3__Raman__514__0-000__depolarized__Raman_Data_Processed__9161b91b2284778166c156c887e9.txt,True,Silicate,Ca2ZnSi2O7,Ca2ZnSi2O7,4.0,1.9975,37.39297500000001,4.0553,4.0553,4.0553,1.0,False,-3.1680831823958333,-3.1680831823958333,1.0
R070015,Harmotome,532,Processed,Harmotome__R070015__Raman__532______Raman_Data_Processed__cf998951190d6f675747e321a3e4.txt,True,Silicate,Ba2(Si12Al4)O3212H2O,Ba2Al4Si12H2O3213,5.0,2.008,41.88027572,,,,,,,,
R070016,Harmotome,532,Processed,Harmotome__R070016__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d3447cdd94878570c353be7caa39.txt,True,Silicate,Ba2(Si12Al4)O3212H2O,Ba2Al4Si12H2O3213,5.0,2.008,41.88027572,,,,,,,,
R100120,Hashemite,532,Processed,Hashemite__R100120__Broad_Scan__532__0__unoriented__Raman_Data_Processed__dce73de27edcd47aef966b0e0210.txt,False,Oxide,Ba(CrO4),BaCrO4,3.0,1.9966666666666668,68.44083333333334,2.96,2.9572,2.9628,2.0,False,-2.4665580102083338,-2.482316723750001,2.0
